path,level1_response,main_category,main_category_id,level2_response,subcategory,subcategory_id,level3_response,specific_pose,specific_pose_id,true_class_id,true_class_name
Akarna_Dhanurasana/160.jpg,"Description: The person is seated on the ground with one leg extended forward and the other bent, supporting the body in a low lunge position.
Main Category: Sitting",Sitting,1,"Description: The person is seated on the floor with one leg extended forward and the other leg bent while reaching forward with one hand.
Subcategory: Sitting - Split",Sitting - Split,6,"Description: The individual is seated, with one leg extended forward and the other leg bent with the foot near the inner thigh of the straight leg. This pose involves a significant front split, with the torso leaning forward towards the extended leg.
Specific Pose: 58. Split Pose",Split Pose,58,0,Akarna Dhanurasana
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/40.jpg,"Description: The person is seated on the floor with legs crossed, and hands resting on knees.
Main Category: Sitting",Sitting,1,"Description: The person is sitting with their legs extended in front of them.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The person is sitting with their legs extended straight in front of them, maintaining an upright posture with their hands resting on their thighs.

Specific Pose: Easy Sitting Pose",Easy Sitting Pose,57,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/8.jpg,"Description: The person is seated on a yoga mat with legs positioned forward, knees bent, and arms resting on the shins.
Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with their legs bent and feet on the ground, arms are placed on the shins, and they are twisting their torso to the side.
Subcategory: 8. Sitting - Twist",Sitting - Twist,8,"Description: The person is seated with both feet bent towards the body and is holding the opposite elbows, twisting to one side.
Specific Pose: Tortoise Pose",Tortoise Pose,67,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/635.jpg,"Description: The person is seated on the ground/mat in a cross-legged position.
Main Category: Sitting",Sitting,1,"Description: The person is seated with their legs folded to the sides and their hands resting on their feet.
Subcategory: Sitting - Twist",Sitting - Twist,8,"Description: The image shows a person sitting with both legs bent and feet flat on the ground, twisting their torso to one side with one hand on the opposite knee and the other on the ground for support. This is a classic seated spinal twist.

Specific Pose: Intense Side Stretch Pose",Intense Side Stretch Pose,36,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/126.jpg,"Description: The person is seated on the ground/mat with their legs crossed.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with their legs spread out to the sides and feet on the floor.
Subcategory: Sitting - Twist",Sitting - Twist,8,"Description: The person is seated with both legs bent, feet flat on the floor, and hands resting on the ground. They are twisting their torso to one side, looking over their shoulder.

Specific Pose: 36. Intense Side Stretch Pose",Intense Side Stretch Pose,36,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/139.jpg,"Description: The person is seated on the ground/mat in a yoga pose with one leg crossed over the other and hands placed on the sides or on the knee.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting on their heels with their knees on the ground and one arm reaching across the body to touch the opposite knee.
Subcategory: 8. Sitting - Twist",Sitting - Twist,8,"Description: This image shows a person sitting cross-legged with one hand resting on the opposite knee in a twisting motion.
Specific Pose: 36. Intense Side Stretch Pose",Intense Side Stretch Pose,36,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/499.jpg,"Description: The person is seated on a yoga mat with their legs crossed and hands placed on the knees.
Main Category: Sitting",Sitting,1,"Description: The person is sitting with legs bent and feet flat on the floor, with a straight back.
Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: Seated with both legs folded to one side, each foot resting near the opposite hip, and with one hand on each knee.

Specific Pose: Bharadvaja's Twist",Bharadvaja's Twist,1,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/444.jpg,"Description: Person is on the ground with a twist while sitting.
Main Category: Sitting",Sitting,1,"Description: The person is seated with one leg bent and the foot placed near the opposite hip while the other leg is extended out to the side, and the torso is twisted towards the bent leg.
Subcategory: Sitting - Twist",Sitting - Twist,8,"Description: The individual is seated on the floor with one leg extended to the side and the opposite foot placed near the opposite knee. They are twisting their torso to look over their shoulder, placing one hand on the floor and the other on the opposite knee.

Specific Pose: 67. Tortoise Pose",Tortoise Pose,67,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/439.jpg,"Description: The person is seated on the ground with legs crossed and body upright.
Main Category: Sitting",Sitting,1,"Description: The person is seated on the floor with their legs crossed and one hand resting beside them.
Subcategory: 5. Sitting - Legs crossed",5. Sitting - Legs crossed,Bilinmiyor,"Description: The person is in a seated position with their legs crossed and one arm bent, with the hand resting near the opposite knee.

Specific Pose: Sukhasana (Akhanda Mudra)",Sukhasana (Akhanda Mudra),Bilinmiyor,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/239.jpg,"Description: The person is lying on their back on a rocky surface with legs raised straight up towards the sky.
Main Category: 4. Reclining",Reclining,4,"Description: The person is lying on their back with legs lifted up towards the sky.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The person is lying on their back with arms and legs extended upwards and outwards.
Specific Pose: 33. Happy Baby Pose",Happy Baby Pose,33,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/215.jpg,"Description: The person is seated on the ground/mat with legs lifted and bent at the knees.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with their back straight, legs spread apart in a straddle position, and hands are on each foot.
Subcategory: Sitting - Split",Sitting - Split,6,"Description: The person is in a seated position with one leg extended forward and the other leg bent, holding the foot or shin of the extended leg.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/107.jpg,"Description: The person is seated on the ground with legs lifted off the mat and feet in the air.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting with legs extended and split apart while holding their feet.
Subcategory: Sitting - Split",Sitting - Split,6,"Description: The person is seated with one leg extended straight and the other leg bent, holding onto the foot of the extended leg. This position creates a wide angle between the legs.

Specific Pose: 76. Wide Angle Seated Forward Bend",Seated Forward Bend,52,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/546.jpg,"Description: The individuals in the image are seated on yoga mats with their legs extended straight out in front of them.
Main Category: 1. Sitting",Sitting,1,"Description: The individuals are sitting with their legs extended straight out in front of them.
Subcategory: Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The image shows individuals sitting with legs extended out in front, holding their feet, and sitting up straight.
Specific Pose: 59. Staff Pose",Staff Pose,59,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/429.jpg,"Description: The person is lying down on their back on a yoga mat with arms extended.
Main Category: 4. Reclining",Reclining,4,"Description: The person is lying on their back on a yoga mat with legs extended and arms reaching forward.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The person is lying on their back with legs extended and arms relaxed by their sides.

Specific Pose: Corpse Pose",Corpse Pose,12,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/170.jpg,"Description: The person is on a wooden deck with one leg extended and supported by their hands, while seated.
Main Category: 2. Balancing",Balancing,2,"Description: The individual is sitting on a deck with one leg extended upwards and the other bent, balancing on one hand with the other arm outstretched for support.
Subcategory: 10. Balancing - Side",Balancing - Side,10,"Description: The pose shows a person balancing on one arm with one leg bent and the other leg extended in the air. This is performed on a slanted surface with a side support, which suggests a balancing pose.
Specific Pose: 55. Side Crane (Crow) Pose",Crane (Crow) Pose,14,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/282.jpg,"Description: The person is seated on the ground with one leg extended upwards and the other bent, supporting their balance.
Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with one leg extended straight and the other leg bent, creating a split position.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: A seated split position with one leg bent and the other leg extended straight out to the side.
Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/402.jpg,"Description: The person is seated on the ground with water splashing around, hands holding their feet, and legs bent.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg bent and the foot near the opposing thigh while the other knee is bent outward, clasping both feet.
Subcategory: 8. Sitting - Twist",Sitting - Twist,8,"Description: The person is seated with one leg bent and the foot placed on the opposite thigh, using both hands to grasp the raised foot or calf and gently applying pressure to twist the torso.

Specific Pose: 35. Heron Pose",Heron Pose,35,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/491.jpg,"Description: The person is balancing in a V-shape with their legs and torso lifted off the ground while sitting on their sit bones.
Main Category: Balancing",Balancing,2,"Description: The pose involves balancing with the body in a V-shape, lifting the legs and back off the ground while balancing on the buttocks.

Subcategory: 10. Balancing - Side",Balancing - Side,10,"Description: The depicted pose involves balancing on the buttocks with the arms extended forward and legs lifted off the ground, resembling a boat.

Specific Pose: 45. Plow Pose",Plow Pose,45,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/305.jpg,"Description: The person is lying on their back with legs extended straight and feet pointing up.
Main Category: 4. Reclining",Reclining,4,"Description: The individual is lying on their back with one knee bent and the other leg extended, facing upwards.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The image shows a person lying on their back with arms stretched backward interlocked behind the head, and legs extended straight.

Specific Pose: 53. Shoulder-Pressing Pose",Shoulder-Pressing Pose,53,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/220.jpg,"Description: The person is seated on a mat with one leg extended and the other leg bent, balancing with both hands on the ground.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting with legs extended and bent aside in a split position.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person is in a seated position with legs extended into a split, one leg bent backward.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/77.jpg,"Description: The person is on their back, with one leg extended upwards and held by the hand, while the other leg is bent. 
Main Category: Reclining",Reclining,4,"Description: The individual is reclining on their back with one leg raised towards the torso and both hands reaching towards the foot.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The pose shown appears to be a reclining position with the soles of the feet touching and the knees bent out to the sides. The person’s hands are holding onto the feet or ankles.

Specific Pose: 33. Happy Baby Pose",Happy Baby Pose,33,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/524.jpg,"Description: The person is seated on the ground with one leg extended vertically and the other bent, holding their foot with one hand.
Main Category: Sitting",Sitting,1,"Description: The individual is seated with one leg extended forward and the other leg bent with the foot held by the hand.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person is seated with one leg extended forward and the other leg bent with the foot placed near the inner thigh of the extended leg. The arms are reaching around to grasp the foot of the extended leg.
Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/24.jpg,"Description: The person is lying on their back on a yoga mat with their knees bent and feet raised, performing an exercise.
Main Category: Reclining",Reclining,4,"Description: The person is lying on their back, lifting their legs straight up into the air while holding their legs with their hands.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The person is lying on their back on a yoga mat with their knees bent and held by the hands, pulling them towards the chest.

Specific Pose: 33. Happy Baby Pose",Happy Baby Pose,33,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/390.jpg,"Description: The person is seated on a mat with one leg bent and elevated, and the other supporting the lower body.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting on a mat, with one leg extended and the other bent, holding the bent knee close to the chest.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person is seated with one leg extended straight and the other bent, holding the foot or ankle of the extended leg.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/618.jpg,"Description: The person is lying on their back with their legs extended and torso slightly lifted.
Main Category: 4. Reclining",Reclining,4,"Description: In this pose, the body is reclined with the legs lifted to form a V-shape, and the torso is lifted off the ground, facing upward.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: A reclining pose with the upper back supported by elbows, legs lifted and bent at the knees, and arms reaching towards the shins.

Specific Pose: 79. Wind Relieving Pose",Wind Relieving Pose,79,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/286.jpg,"Description: The person is seated on the ground with one leg extended upwards and both hands holding the raised foot.
Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with legs bent, holding their feet, forming a boat shape with their body.
Subcategory: Sitting - Twist",Sitting - Twist,8,"Description: The person is seated with one leg extended and the other bent, holding the foot of the extended leg with both hands, stretching to one side.

Specific Pose: 0. Akarna Dhanurasana",Akarna Dhanurasana,0,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/302.jpg,"Description: The person is seated on the ground, with legs lifted vertically, and holding their feet with both hands.
Main Category: Sitting",Sitting,1,"Description: The person is seated with both legs extended upwards, holding their feet with their hands.
Subcategory: 7. Sitting - Forward bend",Sitting - Forward bend,7,"Description: The person is seated with their legs straight out in front, holding onto their feet, leaning forward.
Specific Pose: 52. Seated Forward Bend",Seated Forward Bend,52,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/120.jpg,"Description: A person is seated on the ground with one leg bent and the other leg extended upwards, grasping the foot with both hands.
Main Category: Sitting",Sitting,1,"Description: The individual is seated on their heels, holding their foot with one hand while balancing.
Subcategory: Sitting - Twist",Sitting - Twist,8,"Description: The person is sitting on the floor with one leg bent and the foot placed close to the opposite thigh, while the opposite leg is extended. They are reaching backward to grasp the extended foot with both hands, creating a twist in the torso.

Specific Pose: Heron Pose",Heron Pose,35,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/477.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/477.jpg',,,,,,,,,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/650.jpg,"Description: The person is upside down, with their legs above their head and hands touching their feet.
Main Category: 3. Inverted",Inverted,3,"Description: The person is lying on their back with legs bent and feet held close to the body.
Subcategory: Inverted - Legs bend",Inverted - Legs bend,12,"Description: The person is performing an inverted pose with legs bent at the knees and feet reaching towards the head.

Specific Pose: 51. Scorpion Pose",Scorpion Pose,51,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/423.jpg,"Description: The person is seated on the ground with one leg raised and held by the hands.
Main Category: Sitting",Sitting,1,"Description: The person is sitting with one leg extended upward and the other bent, holding the raised foot with both hands.
Subcategory: Sitting - Split",Sitting - Split,6,"Description: A person is seated with one leg extended straight and the other leg bent, holding the foot of the extended leg. This pose involves a forward stretch.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/95.jpg,"Description: The person is lying on their back on a mat, with their knees bent and feet off the ground, while holding their legs with their arms.
Main Category: Reclining",Reclining,4,"Description: The person is lying on their back on a mat, with their knees bent and feet flat on the mat. Their hands are reaching towards their knees, and they are looking upward.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The image shows a person lying on their back with their knees bent and feet flat on the mat. The hands are reaching towards the feet with arms extended.

Specific Pose: 33. Happy Baby Pose",Happy Baby Pose,33,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/51.jpg,"Description: The person is lying on their back and lifting one leg and both arms in the air.
Main Category: Reclining",Reclining,4,"Description: The person is lying on their back with one leg extended and the other bent, performing a side balance.
Subcategory: Reclining - Plank balance",Reclining - Plank balance,16,"Description: The person is balancing on their forearms and toes with a straight body line, resembling a plank but elevated on the forearms.
Specific Pose: 44. Plank Pose",Plank Pose,44,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/229.jpg,"Description: Person is seated on a chair, with lifted legs and hands holding the feet.
Main Category: 1. Sitting",Sitting,1,"Description: The person is seated on a chair with one leg crossed over the other and holding a block for support, demonstrating a side stretch.
Subcategory: 8. Sitting - Twist",Sitting - Twist,8,"Description: This pose involves sitting on the ground, with one leg extended straight and the other bent. The torso is twisted towards the extended leg.

Specific Pose: 67. Tortoise Pose",Tortoise Pose,67,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/344.jpg,"Description: The person is balancing on their hands with their knees resting on their upper arms, and head is above the heart level.
Main Category: 2. Balancing",Balancing,2,"Description: The individual is balancing with both legs lifted and bent, hands reaching towards the feet while leaning back slightly.
Subcategory: Balancing - Front",Balancing - Front,9,"Description: The person is balancing on their arms with their body horizontal to the ground and the knees resting on their upper arms. This pose involves shoulder strength and balance.

Specific Pose: Crane (Crow) Pose",Crane (Crow) Pose,14,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/475.jpg,"Description: The person is seated on the ground with legs bent and feet flat on the floor, leaning back with arms extended forward for balance.
Main Category: 1. Sitting",Sitting,1,"Description: The person is seated on the floor with one leg bent and foot close to the opposite thigh, while the other leg is extended to the side. The torso is twisted towards the bent leg.
Subcategory: 8. Sitting - Twist",Sitting - Twist,8,"Description: The person is sitting on the floor with one leg extended to the side and the other bent, using their arms for support in a twisting motion.

Specific Pose: 0. Akarna Dhanurasana",Akarna Dhanurasana,0,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/153.jpg,"Description: The person is seated on a mat with knees bent and feet lifted off the ground.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with legs extended out in front.
Subcategory: Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The individual is sitting with knees bent and feet off the ground, reaching towards the feet.
Specific Pose: 57. Easy Sitting Pose",Easy Sitting Pose,57,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/99.jpg,"Description: The person is lying on their back on a mat with knees bent and feet flat on the floor.
Main Category: Reclining",Reclining,4,"Description: The person is lying on their back with knees bent and feet flat on the floor, hands resting near their chest.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: The person is lying on their back with legs straight and arms crossed over the chest, which is typical of a relaxation pose.
Specific Pose: Corpse Pose",Corpse Pose,12,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/557.jpg,"Description: The person is seated on a mat with legs lifted and held by the hands.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting on the floor with one leg bent and the other leg lifted, holding it with both hands.
Subcategory: 7. Sitting - Forward bend",Sitting - Forward bend,7,"Description: The individual is seated with one leg bent and the other leg stretched out, with both hands reaching towards the toes or foot of the extended leg.

Specific Pose: Head-to-Knee Forward Bend",Head-to-Knee Forward Bend,34,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/620.jpg,"Description: The person is seated on a yoga mat with legs bent and arms extended.
Main Category: 1. Sitting",Sitting,1,"Description: A person is sitting with one leg bent and the foot placed near the opposite thigh, while the other leg is extended out to the side.
Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person in the image is performing a yoga pose where they are seated with one leg extended forward and the other leg bent, creating a split-like position while holding their extended foot.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/149.jpg,"Description: The person is seated on a mat with legs bent, holding their feet, likely performing a seated forward bend or a similar stretch.
Main Category: Sitting",Sitting,1,"Description: The person is sitting with their legs extended vertically upwards, holding their feet with both hands.
Subcategory: Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The person is seated with their legs bent and soles touching, holding their feet with both hands, which is often used to open the hips and chest.
Specific Pose: Bound Angle Pose",Bound Angle Pose,3,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/549.jpg,"Description: The person is lying down on their back on a mat in front of a large tree, with both arms relaxed along the body.
Main Category: Reclining",Reclining,4,"Description: The person is lying on their back with their face up and arms relaxed beside their body.
Subcategory: Reclining - Up-facing",Reclining - Up-facing,13,"Description: In the image, a person is lying flat on their back on a yoga mat, with arms resting by their sides and legs extended. This pose is characterized by complete relaxation with the body fully supported on the ground.

Specific Pose: 12. Corpse Pose",Corpse Pose,12,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/205.jpg,"Description: The person is on a yoga mat with a reclined torso and legs lifted at an angle, supported by the hands.
Main Category: 4. Reclining",Reclining,4,"Description: The person is lying on their back with their legs elevated and feet together, arms extended out parallel to the mat.
Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Description: This pose involves balancing with the torso lifted off the mat, knees bent, and arms extended parallel to the floor, resembling the hull of a boat.
Specific Pose: 56. Reclining Boat Pose",Boat Pose,2,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/279.jpg,"Description: The person is seated on the ground/mat with legs extended outward and bent knees.
Main Category: 1. Sitting",Sitting,1,"Description: The individual is sitting with one leg bent and the other leg extended outward, creating a split-like position.
Subcategory: Sitting - Split",Sitting - Split,6,"Description: The person is sitting with one leg extended straight and the other leg bent, creating a wide split-like position.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/309.jpg,"Description: The person is seated on a mat with their legs extended forward and hands touching the feet, suggesting they are performing a forward bend.
Main Category: Sitting",Sitting,1,"Description: The individual is sitting with bent knees, palms placed on the soles of the feet, and is leaning back slightly.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The person is sitting with legs extended in front and hands engaged near the feet.

Specific Pose: Staff Pose",Staff Pose,59,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/495.jpg,"Description: The person is seated on a mat, with one leg lifted and held by the hands.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg bent and the other leg extended to the side, creating a split-like position.
Subcategory: Sitting - Split",Sitting - Split,6,"Description: The individual is sitting with one leg extended forward and the other leg bent, demonstrating a wide stretch between the legs.

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/398.jpg,"Description: The person is seated on the ground/mat with one leg lifted and held by their hands.
Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg bent and the other leg extended horizontally, holding onto the extended leg with both hands.
Subcategory: Sitting - Twist",Sitting - Twist,8,"Description: The person in the image is sitting with bent legs and twisting their torso, holding one foot with both hands.

Specific Pose: 36. Intense Side Stretch Pose",Intense Side Stretch Pose,36,2,Boat Pose
