path,raw_output,true_class_id,true_class_name,predicted_class_id,predicted_class_name
Akarna_Dhanurasana/680.jpg,"Description: The individual is seated on a yoga mat with one leg extended forward and the other bent behind. They are holding their foot or ankle with both hands, creating an arch in their back by pulling themselves upwards towards their raised knee. This pose requires significant flexibility and balance.

Predicted Yoga Pose: Wide-Legged Forward Bend (Uttanasana)

Justification for Prediction:
- The posture involves bending at the hips while sitting down.
- One leg is straight out front, which matches the description of Uttanasana's wide-legged position.
- The act of reaching up to touch the opposite foot indicates the typical extension seen in this pose when performed correctly.",0,Akarna Dhanurasana,77,Wide-Legged Forward Bend
Akarna_Dhanurasana/87.jpg,"Description: The individual in the image is performing a yoga pose that involves sitting on one leg with the other leg extended to the side. The torso is twisted, and the arms are reaching towards the foot of the extended leg. This posture demonstrates flexibility and balance.

Predicted Yoga Pose: Reclining Hand-to-Big-Toe Pose

This description aligns closely with ""Reclining Hand-to-Big-Toe Pose,"" which matches the observed body position and orientation in the image.",0,Akarna Dhanurasana,48,Reclining Hand-to-Big-Toe Pose
Akarna_Dhanurasana/160.jpg,"Description: The image depicts a person performing a yoga pose with the body bent at the waist, one leg extended straight behind and slightly elevated off the ground, while the other leg is bent. Both arms are reaching forward towards the foot of the raised leg, creating an elongated line from the fingertips to the toes. This posture emphasizes flexibility in the hamstrings and lower back.

Predicted Yoga Pose: Wide-Legged Forward Bend

The description matches closely with the ""Wide-Legged Forward Bend"" (Prasarita Padottanasana) pose, which involves extending the legs wide apart and bending forward over them, aiming for the hands to touch or nearly touch the feet.",0,Akarna Dhanurasana,77,Wide-Legged Forward Bend
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/40.jpg,"Description: The individual is seated on a wooden floor with their legs crossed in front of them. Their left leg is bent at the knee, and they are resting it against their right thigh. Both arms are extended out to the sides, parallel to each other, creating an open V shape from the shoulders down to the palms touching the ground or thighs.

Predicted Yoga Pose: Bound Angle Pose (Baddha Konasana)",1,Bharadvaja's Twist,3,Bound Angle Pose
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/8.jpg,"Description: The individual is seated on a purple yoga mat with legs crossed in the ""Baddha Konasana"" or ""Bound Angle Pose."" Their knees are drawn towards their chest, and both hands rest gently on the tops of their feet. This pose promotes relaxation and can help to open up the hips.

Predicted Yoga Pose: Bound Angle Pose",1,Bharadvaja's Twist,3,Bound Angle Pose
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/635.jpg,"Description: The individual is seated on a yoga mat with their legs crossed in what appears to be the Sukhasana (Easy Pose). Their back is straight, and they are looking slightly downward. One hand rests on top of the opposite knee while the other arm supports from behind.

Predicted Yoga Pose: Easy Sitting Pose

This pose aligns well with the described posture as it involves sitting cross-legged with an upright spine, which matches the description provided for Sukhasana.",1,Bharadvaja's Twist,57,Easy Sitting Pose
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/126.jpg,"Description: The individual is seated on a purple yoga mat with their legs extended in front of them. They are wearing a maroon tank top and black pants, which allows for full range of motion during the pose. Their back is slightly arched forward, indicating an engagement of the core muscles. Both arms rest beside their body or gently touch the floor behind them, suggesting relaxation while maintaining posture.

Predicted Yoga Pose: Seated Forward Bend

The pose described closely matches ""Seated Forward Bend,"" also known as Paschimottanasana in Sanskrit. This pose involves sitting upright with legs stretched out straight ahead, bending at the hips to reach towards the feet or ankles, engaging the spine and stretching the hamstrings. It promotes flexibility in the lower back and thighs, helps calm the mind by reducing stress levels, and can be easily modified based on one's comfort level.",1,Bharadvaja's Twist,52,Seated Forward Bend
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/139.jpg,"Description: The individual is seated on a yoga mat with their legs bent and the soles of both feet touching. They are holding one ankle, which indicates flexibility in the hamstrings or hips. Their upper body is slightly twisted to the side where they hold onto the other foot's sole. This pose involves core engagement for balance and requires significant flexibility.

Predicted Yoga Pose: Wide Angle Seated Forward Bend

The described posture closely matches ""Wide Angle Seated Forward Bend,"" also known as Ardha Pincha Mayurasana in Sanskrit. In this pose, the practitioner sits with wide-set legs (usually hip-width apart), bends forward at the hips while keeping hands reaching towards the ground or ankles, depending on flexibility. Holding an ankle provides additional support and can deepen the stretch by allowing more extension through the back leg.",1,Bharadvaja's Twist,76,Wide Angle Seated Forward Bend
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/499.jpg,"Description: The individual is seated on a blue yoga mat with their legs extended forward. Both hands are placed behind the back, reaching towards each other or extending to touch both feet. This pose involves maintaining balance and stability while opening up the chest and shoulders.

Predicted Yoga Pose: Seated Forward Bend (Paschimottanasana)",1,Bharadvaja's Twist,52,Seated Forward Bend
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/444.jpg,"Description: The individual is performing a yoga pose that involves sitting with one leg extended straight out and the other bent, holding the foot of the extended leg. This creates an elongated twist in the torso towards the raised knee. The person's back is slightly arched, indicating flexibility and balance.

Predicted Yoga Pose: Bharadvaja's Twist

The pose matches ""Bharadvajasana - Twist"" as indicated by the text above the image. It resembles traditional twists where the body is twisted to bring the elbow on or near the opposite knee while maintaining contact between both hands.",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/439.jpg,"Description: The individual is seated on the floor with their legs crossed in a traditional cross-legged position. They are holding one foot with both hands, which suggests they might be performing a twist or stretch pose that targets the spine and abdominal area.

Predicted Yoga Pose: Bharadvaja's Twist

Explanation: Based on the description of the body position and orientation, it appears to resemble ""Bharadvaja's Twist"" (Bharadvajasana), where the practitioner twists sideways while sitting and holds onto the opposite ankle for deeper engagement of the side torso muscles. This pose helps improve spinal flexibility and digestion.",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/239.jpg,"Description: The person in the image is lying on their back with legs bent at a right angle and raised straight up into the air. Their arms are extended upwards, reaching towards their feet. This pose involves engaging core muscles to lift the legs while maintaining balance.

Predicted Yoga Pose: Boat Pose (Navasana)",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/215.jpg,"Description: The individual is performing a yoga pose that involves sitting on the floor with their legs extended straight up and over their head. Their torso is leaning back, supported by one hand placed under the lower part of the body near the hips or thighs. The other arm appears to be reaching towards the feet for balance.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description provided, this pose closely resembles ""Boat Pose"" (Navasana) in traditional yoga practice. However, given the unique feature where the person's hands are supporting from underneath rather than being tucked behind the knees as typically seen in Navasana, it could also suggest an advanced variation of this pose or another similar posture focusing on core strength and stability while maintaining leg extension upwards.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/107.jpg,"Description: The individual is seated on a yoga mat with their legs extended upwards. They are leaning back slightly, supported by the ground behind them. Their hands are placed near their knees, and they appear to be maintaining balance in this position.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the body position where the person's legs are lifted off the ground while sitting upright, it closely resembles the ""Boat Pose"" (Navasana) from traditional yoga poses. This pose typically involves balancing on the sit bones with bent knees and feet flat on the floor or raised as demonstrated here.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/546.jpg,"Description: The individuals in the image are performing a yoga pose that involves lying on their backs with legs extended straight up towards the ceiling. Their arms are positioned behind them, supporting the upper body and hips off the ground while keeping the lower back flat against it. This posture is commonly known for strengthening the core muscles.

Predicted Yoga Pose: Boat Pose

The specific alignment of extending both legs upwards and balancing the torso over the thighs indicates that this is likely the ""Boat Pose"" or ""Navasana,"" which focuses on building core strength and stability.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/429.jpg,"Description: The individual is lying on their back with knees bent and feet flat on the yoga mat. Both arms are extended forward, parallel to each other and reaching towards the chest area. This position suggests a focus on core strength and flexibility.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the body positioning described—knees bent, legs lifted off the ground, torso straight, and arms stretched out in front—the pose closely resembles ""Boat Pose"" (Navasana). In this classic yoga posture, one typically lies down first before transitioning into sitting up while holding the shins or ankles of the raised leg, which aligns well with the initial preparation seen in the image.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/170.jpg,"Description: The individual is seated on a wooden deck with their legs extended straight out in front. They are holding their feet, which appear to be crossed or interlocked at the ankles. This pose involves balance and focus as the body maintains stability while extending the legs forward.

Predicted Yoga Pose: Boat Pose

The described posture closely matches the characteristics of the ""Boat Pose"" (Navasana), where one sits upright with knees bent and holds onto the feet, creating an impression similar to balancing like a boat floating on water.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/282.jpg,"Description: The individual is performing a yoga pose with their back arched and legs extended straight up in the air. Their hands are holding onto one foot, which adds to the stretch of the hamstrings and calves. This position requires balance and core strength.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description, the most appropriate name from the provided list for this posture would be ""Boat Pose"" (Navasana). In Navasana, the body forms an angle resembling that of a boat, where the torso lifts off the ground while maintaining balance on the sitting bones. While the exact alignment isn't identical due to the leg extension, it captures the essence of balancing and stretching similar muscle groups as seen in Boats Pose.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/402.jpg,"Description: The individual is seated on a rocky surface with their legs extended forward and slightly bent at the knees. Their arms are reaching back, holding onto their feet or ankles, which suggests they might be in a preparatory position for an advanced yoga pose. This posture resembles the beginning of a transition into more complex poses such as those involving balance or deep stretches.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the body positioning described—sitting upright with one leg extended while maintaining balance—it closely aligns with the initial stages of transitioning into the ""Boat Pose"" (Navasana). In this pose, typically, both legs would extend straight out from the hips, but due to the image's context, it appears that only one leg has been fully stretched so far. As the person progresses, they will likely lift the opposite leg off the ground to complete the full Boat Pose where both legs form a V shape above the waistline.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/491.jpg,"Description: The image depicts a person performing the Boat Pose, also known as Navasana in yoga. This pose involves sitting with legs extended straight back and arms reaching forward parallel to the ground. The torso is lifted off the seat, creating an ""upside-down V"" shape with the body. Both hands are placed behind the lower back for support.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/305.jpg,"Description: The individual in the image is performing a yoga pose that involves lying on their back with legs extended straight up towards the ceiling. Their arms are positioned behind their head, suggesting they might be supporting themselves or stretching their shoulders and upper back muscles. This position resembles a combination of poses often seen in inversion exercises designed to strengthen core muscles and improve flexibility.

Predicted Yoga Pose: Boat Pose

The description matches closely with ""Boat Pose"" (Navasana) from the list provided, which typically includes sitting upright while balancing on the sit bones with knees bent at 90 degrees, but this variation shows an extension into an inverted posture for enhanced stretch and strength benefits.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/220.jpg,"Description: The individual is seated on a white stone surface with their legs extended forward. They are lifting one leg upwards, holding the foot with both hands in front of them. Their torso remains upright and slightly tilted backward. This pose involves balance and flexibility.

Predicted Yoga Pose: Eagle Pose

Explanation: Based on the description provided, the person appears to be performing an advanced yoga pose that requires significant upper body strength and focus. Given the lifted leg held by both arms in front of the chest, this closely resembles the ""Eagle Pose"" (Garudasana) or variations thereof, which often involve balancing while holding limbs together. However, since there's no mention of crossing limbs behind the back as typically seen in Garudasana, it might also represent a modification where only one limb is involved for stability purposes.",2,Boat Pose,18,Eagle Pose
Boat_Pose_or_Paripurna_Navasana_/77.jpg,"Description: The individual is lying on their back with legs raised and bent at the knees, forming a 90-degree angle. Both arms are extended forward, palms facing down, supporting the upper body slightly off the ground. This pose emphasizes core strength and flexibility in the legs.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/524.jpg,"Description: The individual is performing a yoga pose that involves balancing on one leg while extending the other leg upward. Their torso is leaning back, and their arms are extended out to the sides for balance. This posture requires significant core strength and flexibility.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the body position described, with one leg lifted and bent at the knee, and the torso leaned backward, this closely resembles the ""Boat Pose"" (Navasana) in yoga. However, due to the additional element of balancing on one leg and the unique arm extension, it may also be interpreted as an advanced variation or modification of this traditional pose.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/24.jpg,"Description: The individual is seated on a yoga mat with their legs bent at the knees and feet pressed together. They are leaning back slightly, supporting themselves with both hands placed behind them near the lower back area. Their torso is lifted off the ground in an arch-like position while maintaining contact with the floor through the palms of the hands.

Predicted Yoga Pose: Boat Pose

Explanation: This pose involves balancing on the sitting bones (ischial tuberosities) or heels while keeping the upper body upright without touching it to the floor. It requires core strength and balance, which aligns closely with the described posture where the person supports their weight using their hands for stability.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/390.jpg,"Description: The individual is seated on a purple yoga mat with their back against the wall. They are in an advanced variation of the ""Boat Pose"" (Navasana), where they lift both legs off the ground while holding onto one foot with each hand, creating a 90-degree angle between their torso and thighs.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description provided:
- Seated position
- Back against the wall for support
- Legs lifted vertically off the ground
- Holding feet to maintain balance

These characteristics match closely with the ""Boat Pose,"" which involves balancing on the sit bones with knees bent and arms extended forward or holding the feet as seen here. This pose requires strength, balance, and core stability, making it a challenging yet beneficial addition to any yoga practice.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/618.jpg,"Description: The image depicts a person performing the Paripurna Navasana, also known as the Boat Pose. This pose involves sitting with legs extended straight out and arms lifted parallel to the floor while maintaining balance on the sit bones.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/286.jpg,"Description: The individual is seated on the floor with their legs extended straight up in front of them. They are holding their feet with both hands, pulling gently to stretch the hamstrings and lower back. Their torso is slightly lifted off the ground, indicating a forward bend at the hips.

Predicted Yoga Pose: Boat Pose

Explanation: This pose involves balancing on the sit bones while lifting the upper body and extending the legs upward, which matches the described posture closely. It's known for strengthening the core and improving balance and concentration.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/302.jpg,"Description: The individual is performing a yoga pose with their legs raised and held above the head, forming an arch. They are sitting on what appears to be a rocky surface near water, possibly at a beach or lakeside location. Their arms are extended upwards, grasping their feet, which helps in maintaining balance and stability.

Predicted Yoga Pose: Scorpion Pose

Scorpion Pose (Vrschikasana) involves raising one's legs vertically while seated back on the tailbone area of the pelvis. This requires significant flexibility and strength in both the hips and lower back muscles. It can help improve focus and concentration due to its challenging nature and demands for balance.",2,Boat Pose,51,Scorpion Pose
Boat_Pose_or_Paripurna_Navasana_/120.jpg,"Description: The individual in the image is performing a yoga pose that involves sitting on the floor with legs bent. One leg is extended straight up, and the foot of this raised leg is being grasped by the hand closest to it. This creates an arching effect from the waist down towards the ground. The body appears relaxed except for the effort required to hold the leg position.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description provided, where one leg is lifted while seated and held near or at the ankle, the most appropriate match from the list of 82 classes would be ""Boat Pose"" (Navasana). In Navasana, the practitioner sits back on their heels with knees out wide, then lifts both legs off the ground so they are parallel to each other above the hips, balancing on the sit bones. While not identical due to the added element of holding the foot, the core strength and balance aspects align closely enough to suggest this as the best fit among the options given.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/477.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/477.jpg',2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/650.jpg,"Description: The individual is performing a yoga pose where they are seated with their legs extended upwards and slightly bent at the knees. Their hands are placed on top of each other, holding onto one leg near the thigh area while keeping the torso upright and leaning back gently to engage the abdominal muscles.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the body position described, the most appropriate name from the list provided is ""Boat Pose"" (Navasana). This pose involves balancing in a seated position with legs lifted off the ground, which aligns closely with the posture observed in the image.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/423.jpg,"Description: The individual is seated on the ground with their legs extended straight up in front of them. They are holding their feet, which appear to be flexed at the toes, using both hands while keeping a slight bend in the elbows. Their back is arched backward slightly, and they are looking upwards towards the ceiling or sky. This pose involves core engagement and flexibility.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description provided:
- The person's legs are raised vertically.
- They have one hand reaching for each foot, indicating balance and strength.
- There is an arch in the spine as part of the posture.

These characteristics align closely with ""Boat Pose"" (Navasana), where the practitioner sits upright with knees bent and feet flat on the floor, then lifts the legs off the ground parallel to it, balancing on the sitting bones while extending arms forward. However, since this image shows only the lower body lifted without contact with the ground, it might also resemble variations like ""Reverse Boat Pose,"" but based solely on what can be seen, ""Boat Pose"" seems more fitting due to its commonality and recognizable features described here.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/95.jpg,"Description: The individual is seated on a light blue yoga mat with their legs extended straight out in front. They are leaning back slightly, supported by the ground behind them for balance and stability. Their arms extend forward, parallel to the floor, suggesting engagement of core muscles as they maintain this position.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description provided, the pose closely resembles ""Boat Pose"" (Navasana) from traditional yoga practices. In this pose, one typically sits upright or leans back slightly while balancing on the sitting bones, lifting both feet off the ground at an angle. This requires significant core strength and focus, which aligns well with what we observe in the image.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/51.jpg,"Description: The individual is performing a yoga pose on what appears to be the edge of a boat or platform, with their body lifted off the surface. They are in an inverted position, supporting themselves primarily by their arms and legs while maintaining balance. Their back is arched upwards, creating a concave shape from head to hips.

Predicted Yoga Pose: Boat Pose (Navasana)

Explanation: Based on the description provided:
- The person's upper body is elevated above the ground.
- One leg is bent at the knee, which indicates engagement of core muscles for support.
- The other leg remains extended straight out behind them, parallel to the waterline when viewed from this angle.
- Both hands reach towards the opposite foot, suggesting focus and control over posture.
This combination aligns closely with the characteristics of the ""Boat Pose"" (Navasana) in traditional yoga practice, where practitioners aim to maintain stability and strength through balancing on their lower spine supported mainly by their legs and arms.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/229.jpg,"Description: The individual is seated on a chair with their legs extended forward and slightly elevated. Both arms are reaching down, grasping the ankles of each foot. This posture involves significant flexibility in the hips and hamstrings.

Predicted Yoga Pose: Wide-Legged Forward Bend

The pose described closely matches the characteristics of the ""Wide-Legged Forward Bend"" (Prasarita Padottanasana) from yoga classes. In this asana, one sits back on the heels while extending the legs outwards at an angle greater than 90 degrees, then leans forward to touch or approach the feet, engaging the stretch throughout the front body.",2,Boat Pose,77,Wide-Legged Forward Bend
Boat_Pose_or_Paripurna_Navasana_/344.jpg,"Description: The individual is performing a yoga pose that involves lying on their back with legs extended upwards and arms reaching towards the feet. This position requires significant core strength, flexibility in the hamstrings, and balance to maintain.

Predicted Yoga Pose: Boat Pose

The Boat Pose (Navasana) typically includes sitting upright with knees bent and feet flat on the ground while holding onto an object for support or extending one leg out straight as part of advanced variations. In this image, however, we see the person lifting both torso and legs simultaneously, which closely resembles the ""Boat"" aspect but without the traditional boat-like appearance due to being supine instead of seated.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/475.jpg,"Description: The individual is seated on the floor with their legs bent and feet flat against the ground. Their torso is upright, supported by a slight lean back at the hips. Both arms are extended forward from the elbows, palms facing upwards in a gesture that suggests openness or receiving energy.

Predicted Yoga Pose: Boat Pose

The pose described closely resembles the ""Boat Pose"" (Navasana) commonly practiced in yoga. This pose involves sitting up straight while balancing both knees off the ground, which aligns well with the posture observed in the image where one's body remains relatively vertical despite being seated.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/153.jpg,"Description: The individual is seated on a light blue yoga mat with their legs extended forward. They are wearing black leggings and a bright green tank top. Their torso is slightly lifted off the ground, supported by their hands placed behind them near the lower back area. This pose involves balancing the body weight on the sitting bones while keeping the core engaged to maintain stability.

Predicted Yoga Pose: Boat Pose

Explanation: Based on the description of lifting the upper body slightly from the ground while maintaining balance on the sit bones, this position closely resembles the ""Boat Pose"" (Navasana) in yoga practice. In Navasana, one typically sits upright with knees bent and feet flat on the floor, then leans backward while extending both arms outwards parallel to the thighs. While the exact foot placement varies between traditional and modified versions of this pose, the key elements—engaging the core muscles for support—are present here as well.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/99.jpg,"Description: The individual is lying flat on their back with legs extended straight and arms resting alongside the body. This pose appears to be a variation of Savasana, commonly known as Corpse Pose or Corpse Pose (Meditation). In this posture, the person maintains relaxation by keeping the limbs relaxed and parallel to the floor.

Predicted Yoga Pose: Corpse Pose

This prediction aligns with the characteristics observed in the image:
- Flat supine position
- Relaxed state without any active movement
- Legs are straight and close together
- Arms rest naturally beside the body

Corpse Pose is often used at the end of yoga practices for relaxation and deep breathing exercises, which matches the described posture.",2,Boat Pose,12,Corpse Pose
Boat_Pose_or_Paripurna_Navasana_/557.jpg,"Description: The individual in the image is performing a yoga pose that involves sitting on their heels with one leg extended straight up towards the ceiling. They are reaching forward, grasping their foot or toes with both hands while maintaining an upright posture. This position showcases flexibility and balance.

Predicted Yoga Pose: Half Lord of the Fishes Pose

This description aligns closely with the ""Half Lord of the Fishes Pose"" (Ardha Matsyendrasana), which features similar elements such as seated legs, raised arms, and stretching toward the feet.",2,Boat Pose,30,Half Lord of the Fishes Pose
Boat_Pose_or_Paripurna_Navasana_/620.jpg,"Description: The individual in the image is performing a yoga pose on a blue mat placed outdoors, likely near water given the background. They are seated with their legs bent and feet flat on the ground, forming an angle at the hips. Their arms are extended forward, reaching towards or alongside their shins, which are lifted off the ground to form a V shape with the body. This position requires balance and core strength.

Predicted Yoga Pose: Boat Pose

Justification for Prediction:
- The description matches closely with ""Boat Pose"" (Navasana), where one sits upright with knees bent, lifts both torso and legs simultaneously while keeping them together.
- The posture features extending arms toward the feet, aligning well with this pose's typical execution.
- Given the outdoor setting by what appears to be a calm body of water, it suggests a serene environment suitable for practicing such focused poses like Navasana.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/149.jpg,"Description: The individual is seated on the floor with their legs extended straight up in front of them. They are holding their feet with both hands, pulling their knees towards themselves to create a slight backward bend at the waist. This pose emphasizes flexibility and balance.

Predicted Yoga Pose: Boat Pose

Explanation:
The pose involves balancing on the sit bones (ischial tuberosities) while keeping the torso upright and lifting one set of legs off the ground simultaneously. It requires core strength and stability as well as concentration to maintain proper alignment without letting the hips drop or the back arch excessively.",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/549.jpg,"Description: The individual is lying flat on their back with arms extended out to the sides and legs straight, parallel to each other. This pose resembles a relaxed state or meditation position often found in yoga practice.

Predicted Yoga Pose: Corpse Pose (Savasana)",2,Boat Pose,12,Corpse Pose
