path,raw_output,true_class_id,true_class_name,predicted_class_id,predicted_class_name
Akarna_Dhanurasana/680.jpg,"Description: The image shows a person in a dynamic yoga pose sitting on the ground with one leg extended straight out while the other leg is bent close to the torso. The person holds onto the foot of the bent leg with one hand, while the other arm extends gracefully upward and behind. This pose showcases flexibility and balance, with a forward lean toward the extended leg.

Predicted Yoga Pose: Happy Baby Pose",0,Akarna Dhanurasana,33,Happy Baby Pose
Akarna_Dhanurasana/87.jpg,"Description: The image shows a person seated on the ground with their legs spread wide apart in a split. Their hands are reaching toward the feet on each side, with the left hand grabbing the left foot and the right hand grabbing the right foot. The torso is facing downward.

Predicted Yoga Pose: Happy Baby Pose",0,Akarna Dhanurasana,33,Happy Baby Pose
Akarna_Dhanurasana/160.jpg,"Description: The image depicts two individuals in distinct yoga poses. 

In the upper half of the image, a person is squatting on the ground with one leg bent and the heel pulled close to the body. Their right hand is touching the ground for support while the left arm is bent, with the hand near the shoulder in a defensive or balancing pose. 

In the lower half of the image, an older black and white photograph shows a person in a deep backward bend with arms reaching toward the feet. The legs are extended straight out to the sides in a split position.

Predicted Yoga Pose: The most fitting pose for the individual in the upper half, considering the squatting and pulling the heel, is ""Happy Baby Pose."" For the lower half, the pose resembles a combination of ""Wide-Legged Forward Bend"" and ""Upward Bow (Wheel) Pose,"" but given the split legs and backward bend, it closely aligns more with ""Wide-Legged Forward Bend.""

Yoga Pose Classes:
- Upper Half Pose: Happy Baby Pose
- Lower Half Pose: Wide-Legged Forward Bend",0,Akarna Dhanurasana,Bilinmiyor,Bilinmiyor
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/40.jpg,"Description: The person is sitting on the floor with their legs crossed. Both hands are placed on their knees, and their torso is upright and aligned, with one arm bent and resting on the thigh. This posture resembles a seated meditation position.

Predicted Yoga Pose: Easy Sitting Pose",1,Bharadvaja's Twist,57,Easy Sitting Pose
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/8.jpg,"Description: The person in the image is seated on a yoga mat with their legs spread wide, forming a butterfly shape with the soles of the feet touching. The knees are bent outward, and the hands are placed on the feet or the space between them. The back is straight and slightly lifted.

Predicted Yoga Pose: Bound Angle Pose",1,Bharadvaja's Twist,3,Bound Angle Pose
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/635.jpg,"Description: The individual is sitting with crossed legs while sitting on a mat. They are in a seated position with their body upright and arms gently resting on their knees. The pose involves a slight twist from the waist, and the back is straight, indicating a comfortable seated posture.

Predicted Yoga Pose: Easy Sitting Pose",1,Bharadvaja's Twist,57,Easy Sitting Pose
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/126.jpg,"Description: The person is sitting with their back straight, legs crossed at the ankles, and feet tucked in. Their arms are extended to the sides, resting on the floor, and they appear to be in a seated twist position.

Predicted Yoga Pose: Bharadvaja's Twist",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/139.jpg,"Description: The person is sitting on one knee, with the other leg bent and foot placed close to the sitting knee. Their body is slightly twisted, and their top arm appears to be positioned to reach back, possibly holding their foot or other thigh for further rotation. This position suggests a seated spinal twist.

Predicted Yoga Pose: Bharadvaja's Twist",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/499.jpg,"Description: The individual is seated on a yoga mat with their legs folded to one side, allowing one knee to rest on the floor near their opposite hip while the other foot is placed against the inner thigh of the opposite knee. Both hands are placed on the ground for support, maintaining a stable seated position. This pose emphasizes spinal rotation, engaging the obliques and hips.

Predicted Yoga Pose: Bharadvaja's Twist",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/444.jpg,"Description: The person is performing a twist pose. They are seated with one leg bent and the foot placed near their opposite hip. The other leg is extended out to the side on the floor. The upper body is twisted towards the extended leg, with one arm reaching back along the extended leg and the other arm holding onto the opposite foot near the hip. The head is looking towards the extended arm, creating a full twist through the torso.

Predicted Yoga Pose: Bharadvaja's Twist",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/439.jpg,"Description: The individual in the image is seated on the floor with their right leg bent and foot placed near the left hip. The left leg is extended and bent at the knee, with the sole of the left foot resting against the right inner thigh. The torso is slightly twisted to the right, with their right arm extended backward, and they are touching the outer right thigh with their right hand. The head is facing downward and slightly to the left.

Predicted Yoga Pose: Bharadvaja's Twist",1,Bharadvaja's Twist,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/239.jpg,"Description: The image shows a person lying on rocky terrain with their legs lifted straight up into the air and bent at the knees. The person's body appears to be tilted slightly backward, with support coming mainly from the upper back and shoulders. This pose resembles a playful or relaxed position, with the knees pointing toward the sky.

Predicted Yoga Pose: Legs-Up-the-Wall Pose 

The legs-up-the-wall pose involves lying on the ground with the legs extended vertically against a wall, which is somewhat similar to the position of the person in the image, despite the difference in setting.",2,Boat Pose,37,Legs-Up-the-Wall Pose
Boat_Pose_or_Paripurna_Navasana_/215.jpg,"Description: The individual is sitting on the floor on a yoga mat. They are supporting their body with the left forearm on the mat and the right hand holding their right foot while their left leg is extended straight. Their body is tilted to the left, creating a balance with the left leg lifted and their right leg bent. This position is commonly seen in yoga for stretching and balance.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/107.jpg,"Description: The image shows a person sitting on a yoga mat with their knees bent and feet elevated off the ground. Their legs are positioned wide apart, and their arms are holding their feet. The individual is in a seated position, leaning slightly back, and maintaining balance.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/546.jpg,"Description: The image shows three individuals in a yoga studio performing a pose where they are sitting on the ground with their legs extended straight out in front of them. Their arms are extended forward, parallel to the ground, creating a horizontal line with their bodies. This body position is balanced and engages the core muscles.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/429.jpg,"Description : The person in the image is lying on their back on a yoga mat, with their arms extended overhead and their legs straight. Their body is in a relaxed position, and they appear to be stretched out fully, resembling a resting or relaxation pose.

Predicted Yoga Pose : Corpse Pose",2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/170.jpg,"Description: The image shows a person in a yoga pose on a wooden deck, surrounded by greenery. The individual is sitting with their back supported by their hands, one leg extended vertically, and the other bent. They are holding their foot with the same side hand as the extended leg, suggesting a stretching posture.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/282.jpg,"Description: 
In the image, an individual is performing a side-stretching exercise. The body is in a seated position with one leg straight while the opposing leg is bent such that the foot is held close to the opposite thigh with one hand. The back is straight, and the participant's torso leans slightly to one side, extending the arms in a reaching posture. The head is turned slightly to the side, looking over the extended shoulder, enhancing the stretch along the side of the body.

Predicted Yoga Pose: Boat Pose

Upon careful consideration of the posture described, particularly the stretched and extended position and the leg and arm extension dynamics, the closest matching yoga pose from the provided list is the Boat Pose. However, considering the orientation and stretch focus, a more precise fit could actually be:

Predicted Yoga Pose: Extended Side Angle Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/402.jpg,"Description: The image shows a person sitting on a wet surface with their back resting against a wall of cascading water. Their legs are raised, bent at the knees, and held close to their chest. Their arms are wrapped around their shins, bringing their hands near their feet, and their torso is slightly tilted backward. Their head is tilted sideways, and their hair is wet and drenched from the water.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/491.jpg,"Description: The image depicts a person in a yoga pose with their body forming a ""V"" shape. They are seated with legs extended off the ground and slightly bent at the knees, and their arms are stretched out parallel to the legs. The back is arched slightly with the shoulders lifted off the ground. The person is looking straight ahead, emphasizing balance and core engagement.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/305.jpg,"Description: The individual is lying on their back with their legs straight out and raised upwards, forming a 90-degree angle with the body. The arms are bent and placed behind the head with hands touching the head. Both legs are together, elevated, and extended straight up, indicating a pose emphasizing hip and leg strength.

Predicted Yoga Pose: Plow Pose",2,Boat Pose,45,Plow Pose
Boat_Pose_or_Paripurna_Navasana_/220.jpg,"Description: The image shows a person performing a yoga pose. They are sitting on a mat with their back straight and supported by their hands. Their body is turned sideways, and one leg is lifted vertically while the other remains bent at the knee and supported by the mat. The lifted leg is held with the arms, forming a 90-degree angle at the hip. The setting is outdoors, with rocks in the background.

Predicted Yoga Pose: The pose closely resembles the ""Standing Big-Toe Hold Pose"" (also known as ""Padangusthasana""), but given the seated position and holding the leg vertically, it most closely resembles the ""Legs-Up-the-Wall Pose"" when adjusted for seated execution. However, matching the description more accurately from the given list, it appears to be the closest to an upright variation akin to the ""Standing Big-Toe Hold Pose.""

Another potential match on the list, given the description’s context, is the ""Boat Pose"" (Navasana), as the seated position with legs lifted is very characteristic. 

Predicted Yoga Pose: Boat Pose (Navasana)",2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/77.jpg,"Description: The individual is sitting on a yoga mat on a grassy field. Their legs are extended vertically in the air, and their arms are reaching up, with one hand grabbing the raised foot and the other holding onto the other knee. This position suggests flexibility and stability.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/524.jpg,"Description: The image shows a person sitting on a blue mat with their right leg extended to the side and the left leg folded. Their right arm reaches back to hold the outer edge of the extended foot, while the left arm is extended out to the side for balance. The person's torso is slightly turned, with their head and shoulders aligned above the hips, showcasing extended flexibility.

Predicted Yoga Pose: **Legs-Up-the-Wall Pose** (although this pose typically requires the legs to be elevated against a wall, the flexibility and positioning seen here suggest a similar extension)",2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/24.jpg,"Description: The individual in the image is performing a yoga pose on a mat. They are positioned in a seated posture with their torso slightly lifted off the ground. Their knees are bent and pulled close to their chest, with their arms reaching forward to grasp their feet. The legs are extended straight up into the air, forming an inverted V-shape with the torso. The person's back is arched, and the head is tilted back slightly, gazing upwards.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/390.jpg,"Description: In the image, a person is sitting on a purple mat leaning back on their hands with their legs bent upwards close to the chest. The knees are held by both hands, and the feet are pointed upwards, resembling a ""V"" shape with the body.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/618.jpg,"Description: The image depicts a person performing a yoga pose with a tilted torso, balancing mainly on the lower back and tailbone. The legs are lifted off the ground, with shins parallel to the floor and toes pointing up. The arms are extended forward, holding the shins, which align with the shoulders. The head is slightly tilted back. Labels indicate specific areas of engagement like the outer edge of the feet, core lift, and leg engagement.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/286.jpg,"Description: The image shows a person seated on the floor with one leg bent and the foot placed near the inner thigh of the other leg. The individual is holding onto their extended foot, bringing it towards their head. The torso is straight, and the head may be slightly tilted back. The arms are extended above the head, grasping the foot, and the posture indicates balance and flexibility. The setting suggests a bright and calm environment with a plant in the background.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/302.jpg,"Description: The individual in the image is balancing on their sitting bones with their arms and legs extended vertically. Their feet align with their hands, forming a straight line above their head. The background suggests an outdoor setting by the sea, with their body positioned to face sideways with respect to the camera.

Predicted Yoga Pose: Standing Split Pose",2,Boat Pose,60,Standing Forward Bend
Boat_Pose_or_Paripurna_Navasana_/120.jpg,"Description: The image shows a person in a yoga pose, seated on the floor with one leg bent and the foot flat on the floor, while the other leg is lifted and held upright with both hands. The person's back is slightly arched, and the head is turned to the side, gazing forward. This pose combines elements of balance and flexibility.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/477.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/477.jpg',2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/650.jpg,"Description: The person is lying on their back with one leg extended vertically upwards, secured by the hand on the thigh. The other leg is bent, and the person's arms are involved in stabilizing the extended leg. This pose generally involves flexibility and balance.

Predicted Yoga Pose: **Happy Baby Pose**

In Happy Baby Pose, the person lies on their back with knees bent and feet in the air, holding the outsides of the feet with their hands, which is similar to the actions depicted in the image. While the exact details (like hand positioning) may vary slightly, Happy Baby Pose is the closest match among the listed yoga poses.",2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/423.jpg,"Description: The image shows a woman sitting on the floor against a wall. She has one leg bent and the other leg extended, with her arms reaching back to hold her raised foot near her head. Her back is extended, and her eyes are looking upwards.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/95.jpg,"Description: The image shows a person on a yoga mat performing an exercise. The person is lying on their back with their feet lifted off the ground and bent at the knees. They are using their arms to support themselves slightly off the ground, lifting their torso and legs in a V shape. This is a core-strengthening pose often seen in yoga and fitness routines.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/51.jpg,"Description: The person is lying on their back with their torso slightly lifted off the ground. Their legs are extended out straight, and their arms are extended out to the sides, parallel to the ground. The body forms a ""V"" shape, which is characteristic of an abdominal-strengthening yoga pose.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/229.jpg,"Description: The individual is seated on a chair, with one leg lifted and held with the hand, while the other leg is bent at the knee. The back is slightly arched and the head is turned upward, giving an overall twist and stretch to the body.

Predicted Yoga Pose: Bharadvaja's Twist",2,Boat Pose,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/344.jpg,"Description: The individual is performing a yoga pose in a black-and-white setting. The person is seated on a mat and is balancing with their knees bent and held close to their chest, while their arms extend forward with hands holding onto the feet. This creates an inverted V shape with the body. It is a dynamic and controlled posture commonly used in yoga practices to strengthen core muscles and improve balance.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/475.jpg,"Description: The person is sitting on the floor with their left hip on the ground, their knees bent, and their left foot flat on the floor. Their right leg is extended out to the side, and they are leaning to the left with their right hand on the floor for support, while their left hand is extended forward. This side-twist stance involves a balancing element with one hand supporting from the ground and the other pushing out.

Predicted Yoga Pose: Bharadvaja's Twist",2,Boat Pose,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/153.jpg,"Description: The person is lying on their back on a yoga mat with their knees bent and feet lifted off the ground, forming a straight line from the shins to the chest. Their arms are extended, with one hand reaching toward the bent knee and the other slightly lifted off the ground. This position engages the core and works on balance.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/99.jpg,"Description: The person is lying on their back with their legs straight and arms positioned behind their head. They are in a relaxed position that suggests a focus on the back or core.

Predicted Yoga Pose: Corpse Pose",2,Boat Pose,12,Corpse Pose
Boat_Pose_or_Paripurna_Navasana_/557.jpg,"Description: The image shows a person sitting on a mat, with their legs raised upwards and held by both hands. The torso is bent forward, supporting the legs in a vertical position relative to the body. The person's back appears straight, and the posture is seated with the head slightly bowed.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/620.jpg,"Description: The image shows a person sitting on a yoga mat with their legs bent and feet touching, holding their feet with their hands. The body is leaning back slightly with the arms extended and engaged in balancing.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/149.jpg,"Description: In the image, a person is seated on the floor with legs pressed against their chest and their hands interlocking behind their feet. The individual’s back is straight and upright, and they are facing sideways, with their head turned slightly towards the side, gazing upward or forward. A potted plant is visible to the left of the person. The lighting is bright, coming through large windows behind them.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/549.jpg,"Description: A person is lying on their back on a mat against the base of a large tree in a forest setting. Their legs are extended upwards along the tree trunk, with their feet flat against the tree bark. Their arms are relaxed along their body, and the overall posture suggests a state of relaxation and tranquility.

Predicted Yoga Pose: Corpse Pose",2,Boat Pose,12,Corpse Pose
Boat_Pose_or_Paripurna_Navasana_/205.jpg,"Description: The individual is lying on a yoga mat, elevated slightly off the floor with their back supported by their hands. They are balancing with their feet raised, forming a boat shape with their body. Their arms are extended, parallel to the mat, and palms are facing down.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/279.jpg,"Description: The individual is sitting on the floor with one leg extended and the other bent, each arm reaching outward and supporting the body, creating a wide, open posture. This pose demonstrates good balance and core engagement.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/309.jpg,"Description: The person is in a seated position with their torso leaning slightly back. The legs are extended out straight in front, and the hands are placed on the thighs. The back is arched, and the person is looking upwards, contributing to a balanced and engaging posture.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/495.jpg,"Description: The image shows a person in a yoga pose on a grassy area. They are lying on their back, with their knees bent and lifted off the ground. Their hands are placed near the knees, and one leg is extended out straight. This pose appears to focus on stretching and balancing. Notably, the individual’s legs are positioned asymmetrically, with one leg bent and the other extended, while the torso is supported by the arms and shoulders, making it a reclining balancing pose.

Predicted Yoga Pose: Happy Baby Pose

Happy Baby Pose involves lying on your back with knees bent and feet in the air, holding the feet with your hands, which somewhat matches the described position. However, the asymmetrical leg extension suggests some variation, but it remains closest to Happy Baby Pose among the given options.",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/398.jpg,"Description: The person in the image is performing a yoga pose while lying on their back on a yoga mat. Their legs are bent at the knees and lifted off the ground, with their hands gripping the outer edges of their feet. The torso is slightly elevated, creating a shape reminiscent of a ""V."" Mirrors are present in the room, reflecting the practice area.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/635.jpg,"Description: Two individuals are sitting on a yoga mat outdoors, facing each other with their legs extended straight up, and their feet are touching. They are holding each other's hands, maintaining an upright sitting posture.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/43.jpg,"Description: The person is sitting with one leg extended straight up and the other leg bent, supporting the body. The arms are raised above the head, and the palms are facing each other. This pose involves balancing and flexibility, with a focus on the core and lower body.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/525.jpg,"Description: The person is sitting on a pink yoga mat with their legs lifted off the ground and extended upwards vertically. They are bending backwards with their arms reaching up, holding their feet. This backbend position indicates a strong emphasis on flexibility and strength in the back and legs.

Predicted Yoga Pose: Plow Pose",2,Boat Pose,45,Plow Pose
Boat_Pose_or_Paripurna_Navasana_/520.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/520.jpg',2,Boat Pose,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/468.jpg,"Description: The individual is sitting with their left leg extended straight out, and their right leg bent with the sole of the right foot resting against the inner thigh of the left leg. The torso is leaning back slightly, and the arms are extended outwards, holding the raised foot. The body position and orientation suggest a seated yoga posture involving flexibility and balance.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/416.jpg,"Description: The individual is lying on their back on a yoga mat, with their legs bent and lifted at a right angle to the floor, and their upper body lifted slightly with arms reaching towards the feet. This resembles a balance requiring core strength and engagement.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/4.jpg,"Description: The individual is seated, leaning back slightly with support on their hands. One leg is bent with the foot flat on the floor, while the other leg is lifted and held vertically, forming a nearly straight line from the head to the foot. The person maintains a straight back and is looking up towards the extended leg.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/218.jpg,"Description: The image shows a person on a wooden deck performing a yoga pose. They are sitting on a mat with their back straight and their legs lifted and bent at the knees, forming an L-shape. The person's hands are gripping their feet, which are extended out in front.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_444.jpg,"Description: In the image, a person is seated with their legs extended outwards in a wide ""V"" shape. Their feet are resting on the floor or a supported surface. The person's torso is upright, and their hands are gently pressing against the backs of their respective knees, with palms facing outwards and fingers pointing downward. This is a seated posture often used to prepare for various stretches and yoga poses.

Predicted Yoga Pose: Bound Angle Pose",3,Bound Angle Pose,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_312.jpg,"Description: The image shows a person in a seated position with their knees bent and feet on the ground. Their arms are extended forward, with their head and upper back resting on their forearms, and their forehead touching the ground. The person's hair is loose, and their head is tilted downward. This posture resembles a resting or meditative position, often associated with relaxation or introspection.

Predicted Yoga Pose: Child Pose",3,Bound Angle Pose,9,Child Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_76.jpg,"Description: The individual is seated on the floor, with one leg bent and resting on top of the opposite one. The feet are near the groin area, and the hands are joined together in front of the legs. The hips and chest are open with the back straight, indicating a symmetrical seated posture. This pose involves sitting with the soles of the feet touching and knees out to the sides. 

Predicted Yoga Pose: Bound Angle Pose",3,Bound Angle Pose,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_274.jpg,"Description: The individual in the image is sitting with their knees bent and feet flat on the floor, the soles of their feet touching each other while their heels are pulled towards the body. Their hands are holding their feet, and their gaze is directed downwards. The posture indicates a seated position with attention focused on the stretch in the inner thighs.

Predicted Yoga Pose: Bound Angle Pose",3,Bound Angle Pose,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_145.jpg,"Description: The person in the image is sitting cross-legged on a mat with a yellow wall in the background. Their hands are placed in their lap, resting on their knees, and they have a composed, meditative posture.

Predicted Yoga Pose: Easy Sitting Pose",3,Bound Angle Pose,57,Easy Sitting Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_271.jpg,"Description: The individual is seated cross-legged on a blue yoga mat with their hands engaged with a yoga strap. They have one leg bent and the foot placed near the opposite thigh. This sitting position is common in meditative postures. 

Predicted Yoga Pose: Easy Sitting Pose (also known as Sukhasana)",3,Bound Angle Pose,57,Easy Sitting Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_54.jpg,"Description: The individual in the image is seated on a yoga mat with legs spread wide apart and feet touching, forming a diamond shape with the legs. The person’s hands are holding onto their feet or the area near their feet, and their torso is upright with shoulders relaxed. This posture is known for opening the hips and groin area.

Predicted Yoga Pose: Bound Angle Pose",3,Bound Angle Pose,3,Bound Angle Pose
