path,raw_output,true_class_id,true_class_name,predicted_class_id,predicted_class_name,predicted_class_id,predicted_class_name,predicted_class_id,predicted_class_name,predicted_class_id,predicted_class_name
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/439.jpg,"Descriptioniption: The individual in the image is seated with legs wide apart and folded to one side. The right leg is bent with the right heel close to the right side of the pelvis, while the left arm reaches towards the right foot, holding it. The torso is slightly twisted, looking over the right shoulder. This pose emphasizes balance, flexibility, and spinal twist.

Predicted Yoga Pose: Garland Pose

Yoga Pose Class: 28",1,Bharadvaja's Twist,28,Garland Pose,28,Garland Pose,28,Garland Pose,28,Garland Pose
Boat_Pose_or_Paripurna_Navasana_/239.jpg,"Descriptionition: The person is lying on a rocky terrain with their legs raised and hands supporting their body from underneath. They appear relaxed with legs raised and arms bent near their head. The pose seems inverted from a typical sitting position.

Predicted Yoga Pose: Happy Baby Pose",2,Boat Pose,33,Happy Baby Pose,33,Happy Baby Pose,33,Happy Baby Pose,33,Happy Baby Pose
Boat_Pose_or_Paripurna_Navasana_/215.jpg,"Descriptioniption: The individual in the image is performing a yoga pose that involves lying on their back on a yoga mat. The legs are lifted off the ground and bent such that the soles of the feet touch each other while the knees are extended toward the ceiling. The arms are bent, with the hands grasping the back of the shins or ankles, helping to stabilize the pose. The torso is supported by pulling the shoulders back and engaging the core muscles.

Predicted Yoga Pose: Boat Pose (Paancharita Dhanurasana)

The alignment and positioning closely match the description of the Boat Pose.",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/107.jpg,"Descriptioniption: The individual in the image is in a yoga pose that involves sitting with their knees bent and feet lifted off the ground. Their torso is arched backward while their arms are extended between their legs, with palms facing up and fingers pointing outward. The back is rounded and the glutes are lifted off the mat, suggesting effort in engaging the core muscles.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/546.jpg,"Descriptioniption: The image shows three individuals performing a yoga pose. They are seated with their legs extended and slightly off the ground, in a horizontal position above their hip joints. Their feet are pointed, and they have their arms extended forward, parallel to the ground. The upper body is upright, and they are looking forward.

Predicted Yoga Pose: Boat Pose (2)",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/429.jpg,"**Descriptionription: The person in the image is lying on their back on a yoga mat. Their legs are extended straight up towards the ceiling, creating perpendicular lines to the torso. Their arms are stretched out to the sides at shoulder width, parallel to the ground. The head is slightly tilted back, and the soles of the feet are visible. This position appears balanced and stretched.**

**Predicted Yoga Pose: Bridge Pose**

**Yoga Pose Classes:**
5: Bridge Pose",2,Boat Pose,5,Bridge Pose,5,Bridge Pose,5,Bridge Pose,5,Bridge Pose
Boat_Pose_or_Paripurna_Navasana_/170.jpg,"Descriptioniption: The image depicts a person performing a yoga pose on a wooden deck surrounded by lush greenery. The individual is sitting with their left leg bent and the sole of their left foot pressed against their right thigh, with their right leg extended outwards and supported by their right hand. Their left hand rests on their thigh, and their gaze is directed upwards and to the side, adding to the expressive nature of the pose. 

This posture involves a combination of strength, balance, and flexibility, typical of advanced yoga poses.

Predicted Yoga Pose: Half Moon Pose (Ardha Chandrasana)",2,Boat Pose,30,Half Lord of the Fishes Pose,30,Half Lord of the Fishes Pose,30,Half Lord of the Fishes Pose,30,Half Lord of the Fishes Pose
Boat_Pose_or_Paripurna_Navasana_/282.jpg,"Descriptioniption: The individual is seated on the floor with hands placed behind for support. The legs have been split with the right leg stretched upward and the left leg extended straight down. The torso is leaned back slightly to meet the right ankle. This pose engages the core muscles and stretches the inner thighs and hips.

Predicted Yoga Pose: Split Pose (or:""Split Pose"" index:53)",2,Boat Pose,58,Split Pose,58,Split Pose,58,Split Pose,58,Split Pose
Boat_Pose_or_Paripurna_Navasana_/402.jpg,"Descriptioniption: The person in the image is seated on with her legs stretched out in front of her, knees bent, and heels lifted off the ground. She is holding her feet with both hands, pulling them towards her body, which stretches her legs and opens her hips. Her upper body leans slightly forward, maintaining her balance and focus. Her wet, longl hair is hanging down, glistening from the water present around her, which also comes from a waterfall in the background. This water adds a dynamic, natural element to the setting.

Predicted Yoga Pose: Bound Angle Pose (Supta Baddhaa Konasana)

The pose described involves sitting with the soles of the feet together and gently pulling them towards the body, which matches the person's posture in the image.",2,Boat Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose
Boat_Pose_or_Paripurna_Navasana_/491.jpg,"Descriptionition: The person depicted is in a reclined position with their torso lifted off the ground, forming a 'V' shape with their body. Their arms are extended forward, parallel to each other and to the ground. The legs are straight and lifted, bent at the knees, and the feet point towards the sky. The head is tilted back slightly and is extended.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/305.jpg,"Descriptioniption: The image depicts a person in a horizontal position on the floor with their legs extended straight and pointed upwards. Their torso is also lifted slightly off the ground. The person is using their hands behind their head, supporting their upper body balance. This pose appears to engage the core muscles and is often associated with building strength and balance.

Predicted Yoga Pose: Leg Lift (part of Plank Pose or similar core-strengthening poses)

Given the description of the pose, the most appropriate yoga pose is ""Leg Lift"" as part of Plank Pose or a similar core-strengthening exercise. The pose primarily works on core engagement and strength.",2,Boat Pose,37,Legs-Up-the-Wall Pose,37,Legs-Up-the-Wall Pose,37,Legs-Up-the-Wall Pose,37,Legs-Up-the-Wall Pose
Boat_Pose_or_Paripurna_Navasana_/220.jpg,"Descriptioniption: The person in the image is performing a yoga pose that involves balancing on their forearms with straight legs extended upwards and outwards, forming a V-shape with their legs. The torso is upright, with arms bent and hands placed on either side of the head for support. The individual's gaze is directed forward, and the feet are pointed, maintaining a symmetrical position.

Predicted Yoga Pose: Crane (Crow) Pose",2,Boat Pose,14,Crane (Crow) Pose,14,Crane (Crow) Pose,14,Crane (Crow) Pose,14,Crane (Crow) Pose
Boat_Pose_or_Paripurna_Navasana_/77.jpg,"Descriptioniption: The individual is performing a yoga pose lying on their back on a mat outdoors. Their legs are elevated straight up in the air, with their feet pointed. Their arms are extended out horizontally towards the sides, parallel to the ground. The pose appears to challenge the core strength and balance of the individual.

Predicted Yoga Pose: Bridge Pose",2,Boat Pose,5,Bridge Pose,5,Bridge Pose,5,Bridge Pose,5,Bridge Pose
Boat_Pose_or_Paripurna_Navasana_/524.jpg,"Descriptioniption: The person is seated with their legs raised and crossed behind them. One hand holds the foot of the raised leg, while the other arm is extended to the side for balance. The body is slightly reclined, creating a stretch from the sit bones upwards. They are positioned on a yoga mat with a neutral background.

Predicted Yoga Pose: Stretching and flexibility pose, likely ""Baddha Konasana"" (Bound Angle Pose), due to the thighs and chest opening and the leg position being crossed behind.",2,Boat Pose,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/24.jpg,"Descriptioniption: The individual is lying on their back with knees bent and feet together, reaching towards them and holding their ankles. The spine is arched and the hands are gripping the feet, maintaining balance. This pose seems to engage the core muscles while lifting the body slightly off the ground. The posture is upright with the torso lifted and bent forward slightly at the waist.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/390.jpg,"Descriptionption: The person is on a purple mat, sitting with one leg extended forward and the other leg bent with the foot resting against the inner thigh of the extended leg. Their torso is leaned back, reaching towards the extended leg. The hands are gripping just above the bent knee, supporting the body's balance. This pose shows a combination of flexibility and strength.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/618.jpg,"Descriptioniption: The image depicts a yoga pose where the person is seated with their legs bent and pulled towards their chest. The arms are engaged to support the legs and torso. Key features include the toes turned outward, thighs pressed against the chest, chest lifted, elbows engaged, hip crests lifted, balance on sitting bones, and shoulders and spine extended.

Predicted Yoga Pose: Shoulder Stand Pose

Based on the body position, orientation, and distinctive posture features observed described, the pose resembles *Shoulder Stand Pose (Viparakarana Salamba Sarvangasana)*.",2,Boat Pose,53,Shoulder-Pressing Pose,53,Shoulder-Pressing Pose,53,Shoulder-Pressing Pose,53,Shoulder-Pressing Pose
Boat_Pose_or_Paripurna_Navasana_/286.jpg,"Descriptioniption: The individual is seated on the floor with their legs split wide apart. They are holding onto their feet, stretching their arms upwards and back. Their torso is extended, and their body is pulled slightly arched, showcasing a focus on flexibility and balance. The back of the neck is straight, and the gaze is directed forward or upward. The arms are straight, and there is a sense of openness and space created by the stretched posture.

Predicted Yoga Pose: Bound Angle Pose

The pose appears to match the characteristics of the Bound Angle Pose (Supta Bekasana), which involves sitting with legs split wide and close to the body while holding the feet, creating a bound angle with the thighs. This pose targets flexibility in the groin and hips while stretching the shoulders and chest.",2,Boat Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose
Boat_Pose_or_Paripurna_Navasana_/302.jpg,"Descriptioniption: The individual is seated with their legs straight up, forming an inverted V-shape. Their hands are clasped around the ankles, with arms extended up. This maintains a balanced and steady position while sitting on the ground with a natural background.

Predicted Yoga Pose: Standing Split Pose

The pose resembles the ""Standing Split Pose,"" as the individual's legs are straight up into the air, mimicking a split but achieved with their legs vertical, holding their ankles with their hands. This variation showcases flexibility and balance.",2,Boat Pose,60,Standing Forward Bend,60,Standing Forward Bend,60,Standing Forward Bend,60,Standing Forward Bend
Boat_Pose_or_Paripurna_Navasana_/120.jpg,"Descriptionription: The person in the image is sitting on the floor with a straight back and legs extended behind them. One arm reaches back to grasp the instep of the raised foot, with the other hand placed on the other knee for support. The upper body is upright and turned slightly to the side. The pose focuses on flexibility and balance.

Predicted Yoga Pose: Bow Pose (Dhanurasana)",2,Boat Pose,4,Bow Pose,4,Bow Pose,4,Bow Pose,4,Bow Pose
Boat_Pose_or_Paripurna_Navasana_/477.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/477.jpg',2,Boat Pose,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/650.jpg,"Descriptioniption: The individual is performing a yoga pose where they are lying on their back with both legs lifted straight up in the air. Their arms are reaching toward their shins, grasping them. The individual’s head is turned slightly to the side, showing a calm and focused facial expression. Their feet are pointed upwards and the body appears to be in alignment with a visible stretch in the arms, creating a bridge-like action between the arms and legs.

Predicted Yoga Pose: Recline Legs Up The Wall Pose",2,Boat Pose,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor
Boat_Pose_or_Paripurna_Navasana_/423.jpg,"Descriptioniption: The individual is seated on the ground with knees bent and raised towards the ceiling. The feet are grasped with both hands, pulling them toward the face. The torso is elongated with a gentle backward arch, and the head is tilted back. The arms stretch upwards through the legs, creating a symmetrical and balanced pose.

Predicted Yoga Pose: Bound Angle Pose",2,Boat Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose
Boat_Pose_or_Paripurna_Navasana_/95.jpg,"Descriptionption: The individual is performing a sitting position with their feet extended straight out in front of them. They are leaning back slightly with their torso elevated and arms reaching towards the feet, with legs bent at the knees, resting on the mat. This posture demands balance and core engagement. The individual's hips are off the mat and arms are extended back towards the toes, creating a symmetrical angle.

Predicted Yoga Pose: Boat Pose (2)",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/51.jpg,"Descriptioniption: The image shows a person engaged in a yoga pose on a surface near the sea. The person is lying on their back with their legs extended and toes pointing upwards. Their arms are bent at the elbows and placed near the pelvis to support it. The individual's torso is slightly lifted off the ground. The pose exhibits a balanced stretch and core engagement.

Predicted Yoga Pose: Boat Pose (Navasasana)",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/229.jpg,"Description: The person is sitting on two chairs, with their feet lifted off the ground and held together. Their legs are straight and stretched upwards, creating a sort of bridge between their body and feet. They hold a book or similar object between their feet to balance and help keep them lifted. The arms are raised back, helping to secure the position of the book between the feet.

Predicted Yoga Pose: Bridge Pose",2,Boat Pose,5,Bridge Pose,5,Bridge Pose,5,Bridge Pose,5,Bridge Pose
Boat_Pose_or_Paripurna_Navasana_/344.jpg,"Descriptioniption: The person in the image is in a challenging yoga pose performed on a yoga mat. The body is in an inverted V-shape, with the knees bent and held close to the chest. The arms are extended, reaching between the legs, with the palms facing upwards. The head is tilted back slightly, looking up towards the top of the shins. The feet are elevated and the legs are flexed at the knees. This posture engages the core, chest, and arm muscles.

Predicted Yoga Pose: Bow Pose (Uttana Matsyendrasana)",2,Boat Pose,4,Bow Pose,4,Bow Pose,4,Bow Pose,4,Bow Pose
Boat_Pose_or_Paripurna_Navasana_/475.jpg,"Descriptionition: The individual is kneeling on one knee with the other leg folded, hip pointing upward to the ceiling. The torso is in a forward angle, with the upper body lifted slightly off the floor. The arms are extended forward with the palms facing down, creating a straight line from the fingertips to the toes. The head is turned slightly to the right.

Predicted Yoga Pose: Boat Pose (Navasasana)",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/153.jpg,"Descriptioniption: The individual is performing a core strengthening pose commonly known as the ""Boat Pose."" She is seated with her legs lifted off the ground, forming a V-shape with her body. Her torso is slightly leaned back to balance against the weight of her legs, and her arms are extended forward, balancing the pose.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/99.jpg,"Descriptioniption: The individual is lying on their back with arms crossed over the chest and hands clasped. The legs are extended straight out, and the body is aligned with the feet slightly pointed towards each other. This pose suggests relaxation and balance, with the focus on opening abdominal muscles and upper body.

Predicted Yoga Pose: Corpse Pose",2,Boat Pose,12,Corpse Pose,12,Corpse Pose,12,Corpse Pose,12,Corpse Pose
Boat_Pose_or_Paripurna_Navasana_/557.jpg,"Descriptioniption: The individual is in a seated position on a yoga mat with legs crossed. The right leg is extended upwards while the left leg is bent with the left foot bringing the heel close to the pubicic area. The individual holds onto the right foot with both hands, stretching the body forward. This position suggests the stretch aims to flex the right hamstring and reach toward the toes.

Predicted Yoga Pose: Head-to-Knee Forward Bend",2,Boat Pose,34,Head-to-Knee Forward Bend,34,Head-to-Knee Forward Bend,34,Head-to-Knee Forward Bend,34,Head-to-Knee Forward Bend
Boat_Pose_or_Paripurna_Navasana_/620.jpg,"Descriptioniption: The individual is seated on a yoga mat with legs extended in front and feet pointed. They are bending backward, grabbing their hands behind their legs to form an arc with their body. Their torso is leaning back while maintaining the legs extended and toes pointed forward. The overall posture suggests strength and balance, with the body arching in a controlled manner.

Predicted Yoga Pose: Bound Angle Pose (Svastikasonasana)",2,Boat Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose
Boat_Pose_or_Paripurna_Navasana_/149.jpg,"Descriptioniption: The individual is seated on the floor with their legs split and soles of their feet touching. Both hands are reaching towards the feet, creating an arch shape with the back. The back is ared and bent, showcasing flexibility and balance. The pose appears to be performed in a bright, well-lit room with windows in the background and a few plants nearby. The individual has their hair tied back which adds to the focus on the upper body posture.

Predicted Yoga Pose: Bound Angle Pose",2,Boat Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose,3,Bound Angle Pose
Boat_Pose_or_Paripurna_Navasana_/549.jpg,"Descriptioniption: The individual is lying on their back on a makeshift mat beneath a large tree. Their arms are relaxed by their sides. The pose seems calm and restful, likely indicating a state of relaxation or meditation. The person's body forms a straight, horizontal line with the ground, parallel to the trunk of the tree.

Predicted Yoga Pose: Corpse Pose (Savasasana)",2,Boat Pose,12,Corpse Pose,12,Corpse Pose,12,Corpse Pose,12,Corpse Pose
Boat_Pose_or_Paripurna_Navasana_/205.jpg,"Descriptioniption: The person is lying on their back on a yoga mat, with legs extended upward and together, and arms extended out to the sides with palms facing up. The pose exhibits the characteristic boat pose position with the lower back flat on the mat and the feet parallel.

Predicted Yoga Pose: Boat Pose",2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/279.jpg,"Descriptionription: The individual is in a seated position with legs raised and spread apart. Both hands are touching the feet, suggesting a stretch targeting the legs and hips. The torso is slightly twisted backward while maintaining alignment with the hips. The pose appears to require balancing and flexibility.

Predicted Yoga Pose: Seated Forward Bend (Paschimottada Asanasana)",2,Boat Pose,52,Seated Forward Bend,52,Seated Forward Bend,52,Seated Forward Bend,52,Seated Forward Bend
