path,level1_response,main_category,main_category_id,level2_response,subcategory,subcategory_id,level3_response,specific_pose,specific_pose_id,true_class_id,true_class_name
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/139.jpg,"Description: Person is sitting on the floor with arms extended
Main Category: Sitting",Sitting,1,"Description: The woman is sitting with her legs in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,3. Bound Angle Pose,,Bilinmiyor,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/499.jpg,"Description: Person is seated on the ground with legs crossed, with hands on knees
Main Category: 1. Sitting - Person is seated on the ground/mat",Sitting,1,"Description: The woman is sitting on a yoga mat with her legs crossed in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Garland Pose
Specific Pose: Garland Pose",Garland Pose,28,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/444.jpg,"Description: The person is sitting on the floor with her legs crossed.
Main Category: Sitting",Sitting,1,"Description: The woman is in a forward bend pose.
Subcategory: 7. Sitting - Forward bend",Sitting - Forward bend,7,Specific Pose: 52. Seated Forward Bend,Seated Forward Bend,52,1,Bharadvaja's Twist
Bharadvaja's_Twist_pose_or_Bharadvajasana_I_/439.jpg,"Description: Person is sitting on the ground with legs crossed, with hands resting on knees
Main Category: Balancing",Balancing,2,"Description: The man is sitting with his legs crossed, arms crossed, and resting his head on his hands.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: A man with a brown shirt and brown pants is doing a yoga pose.
Specific Pose: Cockerel Pose",Cockerel Pose,11,1,Bharadvaja's Twist
Boat_Pose_or_Paripurna_Navasana_/239.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,Description: Balancing - Front,,Bilinmiyor,Description: Balancing - None,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/215.jpg,"Description: Person is balancing on hands
Main Category: 2. Balancing",Balancing,2,"Description: The woman is in a yoga pose that involves balancing on one leg while the other leg is lifted.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: A woman in a yoga pose with her legs in the air and her body facing the floor.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/107.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,Description: Balancing - Front,,Bilinmiyor,"Description: A person with their legs crossed and their arms out to the side.
Specific Pose: Tree pose",Tree Pose,68,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/546.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,"Description: The woman is holding her arms out to her side with her hands together.
Subcategory: Balancing - Front",Balancing - Front,9,"Description: Three women are sitting on mats, practicing yoga in a studio.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/429.jpg,"Description: The person is lying on their stomach with their legs extended.
Main Category: Reclining",Reclining,4,"Description: A person laying on their stomach with their legs extended out in front of them.
Subcategory: Reclining - Down-facing",Reclining - Down-facing,14,"Description: A person lies on their back with their arms extended above their head.
Specific Pose: Downward-Facing Dog Pose",Downward-Facing Dog,17,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/170.jpg,"Description: The person is sitting on the ground with their legs crossed.
Main Category: Sitting",Sitting,1,Description: legs in front,,Bilinmiyor,"Description: Half-Lotus
Specific Pose: Half-Lotus",Half-Lotus,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/282.jpg,"Description: Person is sitting on the ground with legs stretched out and hands on the floor 
Main Category: Sitting",Sitting,1,"Description: The woman's legs are in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Sitting - Sitting - Normal1 (legs in front)
Specific Pose: 41. Noose Pose",Noose Pose,41,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/402.jpg,"Description: The person is sitting on the ground, balancing on their hands.
Main Category: 1. Sitting",Sitting,1,"Description: legs in front
Subcategory: 4. Sitting - Normal1",4. Sitting - Normal1,Bilinmiyor,"Description: A seated yoga pose that involves bending the knees and placing the feet together while extending the arms out to the sides.
Specific Pose: Seated Half-Moon",Seated Half-Moon,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/491.jpg,"Description: The person is in a boat pose, with her arms extended out to the sides and her body in a twisted position.
Main Category: Balancing",Balancing,2,Description: Boat pose,,Bilinmiyor,"Description: Boat Pose
Specific Pose: Boat Pose",Boat Pose,2,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/305.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,"Description: The person is in a Balancing pose with their arms on their head.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: The man is doing a balancing pose with his legs straight up in the air.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/220.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,Description: Man in Balancing pose with leg extended,,Bilinmiyor,"Description: Standing on one leg with arms extended overhead
Specific Pose: Standing on one leg with arms extended overhead",Standing on one leg with arms extended overhead,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/77.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,Description: Arms stretched out in front of her,,Bilinmiyor,"Description: Standing with feet apart and hands on hips, looking upwards.
Specific Pose: Tree",Tree,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/524.jpg,"Description: Person is balancing on hands
Main Category: 1. Sitting",Sitting,1,"Description: The woman in the image is in a seated position, with her legs crossed in front of her and her hands resting on her knees.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The woman is sitting with her legs in front of her and her feet touching her hands.
Specific Pose: Noose Pose",Noose Pose,41,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/24.jpg,"Description: The woman is upside down, head is below heart
Main Category: Inverted",Inverted,3,Description: Legs straight up,,Bilinmiyor,"Description: The woman is doing a plank pose with her arms straight up.
Specific Pose: Plank",Plank,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/390.jpg,"Description: Person is balancing on hands, facing forward
Main Category: Balancing",Balancing,2,"Description: The woman is sitting on her toes with her legs crossed.
Subcategory: Balancing - Front",Balancing - Front,9,"Description: The woman is doing a yoga pose that involves balancing on one leg, with her other leg crossed over her thigh and her arms extended in front of her.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/618.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,"Description: A woman is balancing on one leg.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: The pose involves balancing on one leg while lifting the other leg and bending the knees.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/286.jpg,"Description: The person is balancing on their hands
Main Category: Balancing",Balancing,2,"Description: The woman is in a plank pose .
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: The woman is doing a standing pose with her arms outstretched behind her back.
Specific Pose: Shoulder-Pressing Pose",Shoulder-Pressing Pose,53,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/302.jpg,"Description: Person is upside down, weight primarily on hands
Main Category: Balancing",Balancing,2,Description: Standing on one leg,,Bilinmiyor,"Description: A woman is sitting cross-legged on a rock, with one foot lifted and held in the air.
Specific Pose: Standing On One Leg",Standing On One Leg,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/120.jpg,"Description: The woman is sitting on the floor with her legs stretched out in front of her.
Main Category: Sitting",Sitting,1,"Description: The woman is in a sitting position with her legs crossed behind her.
Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: The pose involves sitting with the legs stretched out behind the body and the hands resting on the knees or on the floor.
Specific Pose: Half Lord of the Fishes Pose",Half Lord of the Fishes Pose,30,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/477.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/477.jpg',,,,,,,,,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/650.jpg,"Description: Person is upside down, weight primarily on feet
Main Category: Inverted",Inverted,3,Description: Legs bend,,Bilinmiyor,"Description: The woman is doing a headstand.
Specific Pose: Headstand",Headstand,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/423.jpg,"Description: Person is upside down or head is below heart
Main Category: Inverted",Inverted,3,Description: Inverted - Legs bend,,Bilinmiyor,Description: Downward Facing Dog,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/95.jpg,"Description: Person is lying down on back, stomach or side
Main Category: Reclining",Reclining,4,Description: Plank balance,,Bilinmiyor,"Description: Standing on one leg with the other leg crossed over it, reaching the hands towards the toes.
Specific Pose: One legged plank",One legged plank,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/51.jpg,"Description: Person is upside down with feet in the air
Main Category: Inverted",Inverted,3,"Description: The woman is in a standing position with her legs straight up.
Subcategory: 11. Inverted - Legs straight up",Inverted - Legs straight up,11,Specific Pose: Legs-Up-the-Wall Pose,Legs-Up-the-Wall Pose,37,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/229.jpg,"Description: Person is sitting in a chair, with legs crossed and feet pointing to the ceiling
Main Category: Balancing",Balancing,2,"Description: The man is balancing on his toes, which is a specific body position within the Balancing pose.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: A man sitting on a chair with his legs crossed in front of him.
Specific Pose: 50. Scale Pose",Scale Pose,50,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/344.jpg,"Description: Person is upside down, head is below heart
Main Category: Inverted",Inverted,3,"Description: Legs bend
Subcategory: 12. Inverted - Legs bend",Inverted - Legs bend,12,45. Plow Pose,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/475.jpg,HATA: 'NoneType' object has no attribute 'lower',,,,,,,,,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/153.jpg,"Description: Person is sitting on a mat, arms crossed in front of them
Main Category: Sitting",Sitting,1,"Description: The woman is in a seated position with her legs in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Bound Angle Pose
Specific Pose: 28. Garland Pose",Garland Pose,28,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/99.jpg,"Description: The person is lying on the floor with her hands resting on her knees.
Main Category: Reclining",Reclining,4,"Description: The woman is lying on her back with her hands on her knees.
Subcategory: Reclining - Up-facing",Reclining - Up-facing,13,65. Reclining Cobbler Pose,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/557.jpg,"Description: Person is sitting on the floor with legs crossed
Main Category: Sitting",Sitting,1,"Description: The woman is sitting on the floor with her legs crossed.
Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: A young woman is sitting on a purple yoga mat with her legs in the air.
Specific Pose: Sitting - Sitting - Normal2 (legs behind)",Sitting - Sitting - Normal2 (legs behind),Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/620.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,"Description: The woman is balancing on her toes.
Subcategory: Balancing - Front",Balancing - Front,9,Specific Pose: Cockerel Pose,Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/149.jpg,"Description: Person is seated on the ground with arms extended to the side.
Main Category: Sitting",Sitting,1,"Description: The person is sitting with their legs behind them.
Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: Half Lord of the Fishes Pose
Specific Pose: Half Lord of the Fishes Pose",Half Lord of the Fishes Pose,30,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/549.jpg,"Description: Person laying on a mat, with hands under chin and knees bent.
Main Category: Balancing",Balancing,2,"Description: Balancing - Front
Subcategory: Balancing - Front",Balancing - Front,9,"Description: A person laying on their stomach in a yoga pose in a forest.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/205.jpg,HATA: 'NoneType' object has no attribute 'lower',,,,,,,,,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/279.jpg,"Description: Person is sitting on the ground with hands on the ground
Main Category: Sitting",Sitting,1,"Description: The woman is in a sitting pose with her legs in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: The woman is sitting with her legs crossed in front of her, her arms stretched out in front of her, and her hands touching her knees.
Specific Pose: Bound Angle Pose",Bound Angle Pose,3,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/309.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,"Description: The man is balancing on his toes.
Subcategory: Balancing - Front",Balancing - Front,9,Cockerel Pose,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/495.jpg,"Description: Person is seated on the ground/mat
Main Category: Sitting",Sitting,1,4. Sitting - Normal1 (legs in front),,Bilinmiyor,Description: Sun salutation,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/398.jpg,"Description: Person is seated on mat with feet elevated, holding legs with hands 
Main Category: Balancing",Balancing,2,"Description: The woman is holding her legs up in the air with her arms spread out in front of her.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: The woman is balancing on her toes, with her legs extended and her arms out to the sides.
Specific Pose: Cockerel Pose",Cockerel Pose,11,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/635.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,Description: Two women in pink pants balancing on their toes,,Bilinmiyor,Description: One leg up on another,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/43.jpg,"Description: The person is lying down on their back, with their arms extended overhead.
Main Category: Reclining",Reclining,4,"Description: The woman is in a plank position, resting her hands on her knees and her legs on her hips.
Subcategory: 16. Reclining - Plank balance",Reclining - Plank balance,16,"Description: A woman in a blue tank top and patterned leggings is in a plank pose with her hands and feet touching the floor.
Specific Pose: Four-Limbed Staff Pose",Four-Limbed Staff Pose,26,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/525.jpg,"Description: Person is upside down with arms stretched out in front of them
Main Category: Inverted",Inverted,3,"Description: Inverted - Legs bend
Subcategory: Inverted - Legs bend",Inverted - Legs bend,12,45. Plow Pose,,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/520.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/520.jpg',,,,,,,,,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/468.jpg,"Description: The woman is sitting in a balancing pose with her hands on her knees and her head resting on her hands.
Main Category: Balancing",Balancing,2,"Description: The woman is sitting on the floor with her legs crossed in a front-facing position.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: The woman is sitting on her knees and holding her arms out in front of her.
Specific Pose: Shoulder-Pressing Pose",Shoulder-Pressing Pose,53,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/416.jpg,"Description: Person is balancing on hands
Main Category: 1. Sitting",Sitting,1,"Description: The woman is sitting with her legs behind her and her hands on her knees.
Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: A woman with her legs behind her and her arms outstretched.
Specific Pose: Bharadvaja's Twist",Bharadvaja's Twist,1,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/4.jpg,"Description: Person is balancing on hands
Main Category: Balancing",Balancing,2,"Description: The man is balancing in a standing pose.
Subcategory: 9. Balancing - Front",Balancing - Front,9,"Description: A man in a yoga pose with legs in the air.
Specific Pose: Shoulder-Pressing Pose",Shoulder-Pressing Pose,53,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/218.jpg,"Description: Person is seated on the ground with legs stretched out in front of them
Main Category: Sitting",Sitting,1,"Description: legs in front
Subcategory: 4. Sitting - Normal1",4. Sitting - Normal1,Bilinmiyor,"Description: Side plank with leg up on a chair.
Specific Pose: Side plank with leg up on a chair",Side plank with leg up on a chair,Bilinmiyor,2,Boat Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_444.jpg,"Description: The person is sitting on the ground with hands touching the knees
Main Category: Sitting",Sitting,1,"Description: Pregnant woman in a seated yoga pose with a belly button to her navel.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Bound Angle Pose
Specific Pose: 28. Garland Pose",Garland Pose,28,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_312.jpg,"Description: Person is sitting on the ground with hands on knees
Main Category: 2. Balancing",Balancing,2,"Description: The person is in a seated position with their legs crossed.
Subcategory: Balancing - Side",Balancing - Side,10,"Description: A person is balancing on one hand on the ground with the other hand in the air.
Specific Pose: Side Crane (Crow) Pose",Crane (Crow) Pose,14,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_76.jpg,"Description: The person is sitting with legs crossed.
Main Category: 1. Sitting",Sitting,1,"Description: The man is sitting with his legs in front of him.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Easy Sitting Pose
Specific Pose: 59. Staff Pose",Staff Pose,59,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_274.jpg,HATA: 'NoneType' object has no attribute 'lower',,,,,,,,,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_145.jpg,"Description: Person is seated on the ground/mat with hands on knees
Main Category: Sitting",Sitting,1,"Description: The woman is sitting with her legs crossed in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,3. Bound Angle Pose,,Bilinmiyor,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_271.jpg,"Description: The person is seated on a blue mat with her feet crossed and her legs bent.
Main Category: 2. Sitting",Sitting,1,"Description: The woman is sitting on a yoga mat with her legs crossed in a seated yoga pose.
Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: A woman sitting on a yoga mat with her legs crossed and a purple strap around her ankles.
Specific Pose: Yoga Pose",Yoga Pose,Bilinmiyor,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_54.jpg,"Description: Person is sitting on a mat with legs crossed
Main Category: 1. Sitting",Sitting,1,"Description: Legs in front
Subcategory: 4. Sitting - Normal1",4. Sitting - Normal1,Bilinmiyor,"Description: Standing on a yoga mat, the man holds his hands in a prayer pose, with his palms facing up.
Specific Pose: Standing on a yoga mat, the man holds his hands in a prayer pose, with his palms facing up.","Standing on a yoga mat, the man holds his hands in a prayer pose, with his palms facing up.",Bilinmiyor,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_438.jpg,"Description: Person is seated on the ground with hands on knees 
Main Category: Sitting",Sitting,1,Subcategory: 4. Sitting - Normal1 (legs in front),Sitting - Normal1 (legs in front),4,"Description: Noose Pose
Specific Pose: Noose Pose",Noose Pose,41,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_351.jpg,"Description: The woman is sitting on the floor with her legs crossed and her hands resting on her knees.
Main Category: Sitting",Sitting,1,Subcategory: 4. Sitting - Normal1 (legs in front),Sitting - Normal1 (legs in front),4,"Description: The woman is sitting on a yoga mat with her legs in front of her, holding her hands together in front of her chest.
Specific Pose: Noose Pose",Noose Pose,41,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_160.jpg,"Description: The person is seated on the ground, with her hands crossed in front of her.
Main Category: Sitting",Sitting,1,"Description: The woman is sitting cross-legged on a yoga mat with her legs in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Garland Pose
Specific Pose: Garland Pose",Garland Pose,28,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_301.jpg,"Description: Person is seated on the ground/mat
Main Category: Sitting",Sitting,1,"Description: The woman is sitting cross-legged, with her legs in front of her.
Subcategory: 4. Sitting - Normal1 (legs in front)",Sitting - Normal1 (legs in front),4,"Description: Bound Angle Pose
Specific Pose: Bound Angle Pose",Bound Angle Pose,3,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_312.jpg,"Description: The person is seated on the ground with their hands on their knees in a cross-legged position.
Main Category: Sitting",Sitting,1,Description: Legs in front,,Bilinmiyor,"Description: The person is sitting with their legs crossed in front of them.
Specific Pose: Cross-legged",Cross-legged,Bilinmiyor,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/2_31.jpg,HATA: 'NoneType' object has no attribute 'lower',,,,,,,,,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_199.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Bound_Angle_Pose_or_Baddha_Konasana_/1_199.jpg',,,,,,,,,3,Bound Angle Pose
Bound_Angle_Pose_or_Baddha_Konasana_/1_373.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Bound_Angle_Pose_or_Baddha_Konasana_/1_373.jpg',,,,,,,,,3,Bound Angle Pose
