path,level1_response,main_category,main_category_id,level2_response,subcategory,subcategory_id,level3_response,specific_pose,specific_pose_id,true_class_id,true_class_name
Boat_Pose_or_Paripurna_Navasana_/282.jpg,"Description: The person is lying on their back, holding one leg extended straight up into the air, with the other hand supporting the leg below the knee. The other other hand is near the elevated knee, and the body is oriented horizontally in relation to the ground.
Main Category: 4. Reclining",Reclining,4,"Description: The individual is reclining with one leg extended upwards while holding it, and the other leg is bent with the knee raised. The torso is slightly tilted upward, and the head is turned to gaze at the extended leg.

Subcategory: 15. Reclining - Side face",15. Reclining - Side face,Bilinmiyor,"Description: The person is lying on their side with one leg extended upwards, supporting the leg with the opposite hand while the other arm is resting along the body.

Specific Pose: Plié Stretch (also known as Lateral Lunge Stretch)",Plié Stretch (also known as Lateral Lunge Stretch),Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/402.jpg,"Description: [The person is seated on the ground with legs extended upwards and hands holding the feet, exhibiting a seated, stretching position.]

Main Category: [1. Sitting]",Sitting,1,"Description: The person is sitting with their legs extended in front of them and holding their feet, performing a forward bend.
Subcategory: 7. Sitting - Forward bend",Sitting - Forward bend,7,"Description: A person is seated with their legs extended forward, bending forward and reaching their hands toward their feet. The pose demonstrates a forward bend with legs extended.

Specific Pose: 52. Seated Forward Bend",Seated Forward Bend,52,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/491.jpg,"Description: The person in the image is lying on their back with legs lifted and bent at the knees, arms extended forward. The torso is lifted slightly off the ground, forming a V-shape with the arms and legs.

Main Category: 4. Reclining",Reclining,4,"Description: The individual is lying on their back with legs bent at the knees and feet flat on the ground, while the arms extend comfortably away from the body.

Subcategory: 15. Reclining - Side facing",Reclining - Side facing,15,"Description: The individual is lying on their side with the upper leg lifted while balancing on the side of their body, typically with the top arm reaching forward.

Specific Pose: 54. Side-Reclining Leg Lift Pose",Side-Reclining Leg Lift Pose,54,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/305.jpg,"Description: The person's back is in contact with the ground, with their upper body elevated slightly, one leg extended, and the other arm supporting the head behind.
Main Category: 4. Reclining",Reclining,4,"Description: The individual is in a recline position with their legs stretched upward and bent at the knees, while their upper body is supported with their arms.

Subcategory: 14. Recline - Down-facing",14. Recline - Down-facing,Bilinmiyor,"Description: The person is lying on their back with their knees bent and feet flat on the ground. Both arms are positioned behind the head, supporting the upper back, while the legs are extended and lifted off the ground slightly.
Specific Pose: Halasasana (Paredo Lie)",Halasasana (Paredo Lie),Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/220.jpg,"Description: The person is sitting on a mat with one leg bent up towards their chest, holding it with their hands, and the other other leg extended on the ground. The torso is leaning slightly forward.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one leg extended forward and the other leg bent backward, foot placed on the opposite thigh. The torso is angled slightly forward to balance the pose.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The individual is seated with both legs extended vertically upward and bent at the ankles, resembling a split. The arms are outstretched for balance.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/77.jpg,"Description: The person is lying on their back with their legs raised up, bent at the knees, and arms extended out. Their torso is elevated slightly off the mat.

Main Category: 4. Reclining",Reclining,4,"Description: The person is lying on their back on a yoga mat with knees and feet raised, arms extended out to the sides.

Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Descriptioniption: The person is lying on their back on a yoga mat, with both legs lifted and bent at a 90-degree angle, and the knees pointing upwards. The arms are extended outwards parallel to the ground.

Specific Pose: 48. Reclining Hand-to-Big-Toe Pose",Reclining Hand-to-Big-Toe Pose,48,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/524.jpg,"Description: The person is sitting on the mat with one leg extended and bent at a 90-degree angle, the opposite hand reaching up for balance, and the other other hand grasping the foot of the extended leg, while the torso is twisted slightly.

Main Category: 1. Sitting",Sitting,1,"Description: The person is seated with one leg extended forward and the other leg bent back, while holding the foot with their hand. Their arms are outstretched for balance.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The person is in a split with both legs extended and arms stretched, one a yoga mat against a grey background.
Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/24.jpg,"Description: The person is lying on their back with knees bent and feet held by their hands, arms reaching above the knees.

Main Category: 4. Reclining",Reclining,4,"Description: The individual is lying on their back with knees extended straight up towards the ceiling, feet flexed, and hands gently grasping the ankles. The torso is slightly lifted off the mat.

Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Descriptioniption: The person is lying on their back on a yoga mat with their hips and legs extended upward, while holding their feet with their hands, creating a smooth, elongated line from the top of their head to the tips of their toes.

Specific Pose: 48. Reclining Hand-to-Big-Toe Pose",Reclining Hand-to-Big-Toe Pose,48,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/390.jpg,"Description: The person is seated on a mat, pulling one knee into the chest while the other leg is extended straight. The upper body is bent slightly forward towards the bent knee, engaging core muscles.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with one leg extended forward and the other leg bent with the hand, likely to enhance a stretching effect. The torso is leaned back slightly, engaging the core muscles.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The individual is seated with one leg bent outward and the other foot grasped by the opposite hand, lifting it towards the chest. The sitting position maintains balance and focus on both legs and core engagement during the stretch.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/618.jpg,"Description: The person is seated on the ground with legs extended upwards and knees bent, arms stretched forward, and torso lifted. The body is held up by the arms and feet.
Main Category: 1. Sitting",Sitting,1,"Description: The image shows a person sitting with both legs lifted and extended to the side, with their feet pointed. Their arms are extended outwards, with their hands almost touching, while their back is arched slightly to maintain balance.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This yoga pose involves sitting with legs extended to the sides in a split position, with the soles of the feet touching and the body balanced on the sitting bones. 

Specific Pose: 58. Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/286.jpg,"Description: The person is sitting on the floor, with their legs extended straight up and held behind their hands, forming a shape reminiscent of a seated forward bend.

Main Category: 1. Sitting",Sitting,1,"Description: The individual is seated with legs extended upwards and bent at the knees, hands grasping the feet, leaning forward.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This pose involves sitting with one leg bent over the opposite knee while the other leg is extended straight out. The hands reach towards the extended leg, aiming to touch the foot or ankle.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/302.jpg,"Description: The person is seated on the ground with their legs extended upward and hands reaching toward the feet. The body is angled slightly backward.

Main Category: 1. Sitting",Sitting,1,Subcategory: 6. Sitting - Split,Sitting - Split,6,"Description: The person is in a seated position with legs split wide apart, arms reaching towards the feet to hold them. The body is tilted slightly, engaging the core and hips.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/120.jpg,"Description: The person is seated on the ground, with one hand reaching up and the other foot extended above their head, holding onto the raised foot. The torso is bent slightly forward.

Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg folded over the other, reaching over with their arms to hold their foot, touching it near the ankle while maintaining a seated position.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: This pose involves sitting on the floor with one leg fully extended and crossed over the opposite knee, while bending the other leg and reaching the foot to the opposite elbow for a stretch. The torso is twisted towards the bent knee, creating a deep stretch in the hip and inner thigh area.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/477.jpg,HATA: cannot identify image file '/home/gpu1/computer_vision/micro-action-recognition/Yoga-82/dataset/Boat_Pose_or_Paripurna_Navasana_/477.jpg',,,,,,,,,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/650.jpg,"Description: The person is lying on their back with both legs raised upwards and bent at the knees. Their arms are extended towards their shins, gripping them.

Main Category: 2. Balancing",Balancing,2,"Description: The individual is lying on their back with knees bent, lifting one leg up and reaching towards the foot with both hands for support.

Subcategory: 10. Balancing - Side",Balancing - Side,10,"Description: The individual is performing a balancing pose, sitting with one leg bent and raised against the other hand, while the other hand grasps the ankle. The posture involves significant balance and core engagement.

Specific Pose: Side Crane (Crow) Pose",Crane (Crow) Pose,14,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/423.jpg,"Description: The person is seated on the ground with legs extended vertically upwards and held, arms reaching back to grasp the feet, head tilted back.

Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg extended forward and the other leg bent behind, while holding onto their feet, and their torso is leaned back.

Subcategory: 6. Sitting - Split",Sitting - Split,6,"Description: The individual is sitting with both legs extended outward in a wide split, supporting their feet with their hands. The torso is leaning back slightly, and the head is tilted upwards.

Specific Pose: Split Pose",Split Pose,58,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/95.jpg,"Description: The person is lying on their back with knees bent and feet off the ground. Their arms are extended outwards, parallel to the legs.

Main Category: 4. Reclining",Reclining,4,"Description: The person is lying on their back with legs extended and together, arms resting beside the body, and head slightly turned to the side.

Subcategory: 14. Recline - Down-facing",14. Recline - Down-facing,Bilinmiyor,"Description: The person in the image is lying on their back on a mat, knees bent with feet flat on the mat, and arms extended outwards. This pose targets the lower back, hips, and abdominal muscles.

Specific Pose: Supported Legs Up the Wall Pose",Supported Legs Up the Wall Pose,Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/51.jpg,"Description: The person is lying on their back with knees bent and feet lifted, arms extended out to the sides, and head tilted back slightly.

Main Category: 4. Reclining",Reclining,4,"Description: The individual is lying back with their legs elevated and bent at the knees, hands extended towards the feet, and head resting back.

Subcategory: 13. Reclining - Up-facing",Reclining - Up-facing,13,"Descriptionnption: The individual is lying on their back with knees bent and feet flat on a surface, arms extended outward on their sides. 
Specific Pose: 48. Reclining Hand-to-Big-Toe Pose",Reclining Hand-to-Big-Toe Pose,48,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/229.jpg,"Description: The person is seated in an apparatus, lying back with legs raised, holding foot. The body is not fully reclined on the ground, and the head/feet positioning suggests extension.

Main Category: 4. Reclining",Reclining,4,"Description: The individual is seated with both feet placed on on a support, legs extended, torso reclined, and arms resting on on the chair handles, facing down towards the ground.

Subcategory: 14. Recline - Down-facing",14. Recline - Down-facing,Bilinmiyor,"Description: The individual is reclining with legs extended upwards, using their hands placed on their shins or legs on a support. This pose involves the body being open and relaxed towards the ceiling.
  
Specific Pose: Paripradasasana (Crown-Pulling Pose)",Paripradasasana (Crown-Pulling Pose),Bilinmiyor,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/344.jpg,"Description: The person is lying back with their knees bent, feet extended upwards, and hands reaching towards their feet. Their head is tilted back slightly.

Main Category: 4. Reclining",Reclining,4,"Description: The person is in a reclining position with their legs bent vertically upward and their arms extended alongside their torso, supporting the legs.

Subcategory: 14. Recline - Down-facing",14. Recline - Down-facing,Bilinmiyor,"Description: The individual is lying on their back with their knees bent and feet in the air while reaching towards their feet. The body appears to be relaxed, with arms extended toward the legs, suggesting a focus on hamstring flexibility and relaxation.

Specific Pose: Reclining Pigeon Pose (Supta Eka Pada Rajakapotasana)",Pigeon Pose,43,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/475.jpg,"Description: The person is seated on the floor with one knee bent and the other leg stretched out. Their arms are extended forward, palms facing up, with their body turned slightly to the side.

Main Category: 1. Sitting",Sitting,1,"Description: The person is sitting with one leg bent forward and the other leg bent to the side. They are reaching their arms forward, with the palms facing away from the body and slightly apart.

Subcategory: 5. Sitting - Normal2 (legs behind)",Sitting - Normal2 (legs behind),5,"Description: The person is sitting with their legs stretched out behind them, their back straight, and their arms extended forward in front of them.

Specific Pose: 72. Hero and Thunderbolt Pose",Hero and Thunderbolt Pose,72,2,Boat Pose
Boat_Pose_or_Paripurna_Navasana_/153.jpg,"Description: The person is lying on their back on a mat, with their legs lifted straight up and their hands extended towards their feet.
Main Category: 4. Reclining",Reclining,4,"Description: The specific body position shows the individual seated on a mat with her feet lifted and hands extended towards her feet, while her upper body remains stable and engaged.

Subcategory: 14. Reclining - Down-facing",Reclining - Down-facing,14,"Description: The person is lying on their back with knees bent and feet flat on the mat. Their torso is slightly lifted off the ground, with arms extended forward parallel to the ground.

Specific Pose: 20. Extended Puppy Pose",Extended Puppy Pose,20,2,Boat Pose
